"key","en"
"VILE2-4_ZERO","Look around you, fool! Your world has already begun to crumble!"
"VILE2-5_ZERO","The world as you know it? Mavericks? Kiss it all goodbye!"
"VILE2-6_ZERO","Mayhem, doom and destruction! That's what we were built for!"
"VILE3-1_ZERO","Don't you ever get tired of the whole \""justice\"" thing?"
"VILE3-2_ZERO","Don't you ever get tired of being Sigma's lap dog?"
"VILE3-3_ZERO","The Orbital Elevator... the energy... the space minerals... the rocket data..."
"VILE3-4_ZERO","The route to space..."
"VILE3-5_ZERO","The thing that's allowed this world to survive this long is ours!"
"VILE3-6_ZERO","How can you take this world seriously when it's all about to end?"
"VILE3-7_ZERO","Hmph! I think I'll take care of you before I go after your boss!"
"VILE4-1_ZERO","So, you still refuse to give up your struggle, eh?"
"VILE4-2_ZERO","Are you so blind that you've somehow convinced yourself that hope remains?"
"VILE4-3_ZERO","Struggle?"
"VILE4-4_ZERO","I'm just tired of running into you and Sigma every time I turn around."
"VILE4-5_ZERO","Ha ha ha... I suppose it'd be a waste to just destroy you now."
"VILE4-6_ZERO","Maybe I'll wait till the last possible moment and have a little fun with this."
"COPYSIGMA1_ZERO","Sigma!?"
"COPYSIGMA2_ZERO","Can't say I was looking forward to seeing you again."
"COPYSIGMA3_ZERO","Zero. What a shame... You had the abilities and potential to become like me."
"COPYSIGMA4_ZERO","You... you tried to use my DNA."
"COPYSIGMA5_ZERO","I'll teach you what happens when you mess with me!"
"COPYSIGMA6_ZERO","I'm afraid not. The moon is under my control and the plan is entering it's final stage."
"COPYSIGMA7_ZERO","The moment of the world's unraveling is upon us!"
"SIGMA1_ZERO","Zero... Who could have imagined that we'd cross paths at the end of the world."
"SIGMA2_ZERO","The moment your virus entered my system, the seed had been planted."
"SIGMA3_ZERO","That's when it all began... The destruction of the world!"
"SIGMA4_ZERO","I've heard about enough of this garbage, Sigma."
"SIGMA5_ZERO","Don't get angry, Zero. I'm actually indebted to you."
"SIGMA6_ZERO","It's because of you that my children were able to create this magnificent new world in space."
"SIGMA7_ZERO","Children?"
"SIGMA8_ZERO","That's right. The New Generation Reploids born of the Jakob Project all bear copy chips containing my personal data."
"SIGMA9_ZERO","Now, the plan to destroy the world you so love is finally coming to fruition!"
"SIGMA10_ZERO","I shed no tears for you and your kind!"
"SIGMA11_ZERO","The end of the world, and of you has come! Farewell!"
"SIGMA12_ZERO","Sigma... As long as I'm still in function, you won't get your happy ending!!!"
"FINALLUMINE1_ZERO","You're Lumine! The director of the Jakob Project. Are you okay?"
"FINALLUMINE2_ZERO","Am I OK...? Of course."
"FINALLUMINE3_ZERO","Now that you've defeated Sigma, I suppose you're satisfied."
"FINALLUMINE4_ZERO","Thanks to you, the plan has gone smoothly."
"FINALLUMINE5_ZERO","Plan? What do you mean by that? Weren't you used by Sigma's evil schemes?"
"FINALLUMINE6_ZERO","Used? I don't think so."
"FINALLUMINE7_ZERO","You see, he merely helped my plan along."
"FINALLUMINE8_ZERO","The New Generation Reploids have been awakened, and the new world is at hand!"
"FINALLUMINE9_ZERO","Lumine? What are you saying? Have you gone Maverick as well?"
"FINALLUMINE10_ZERO","Maverick? You don't really think that's the case, do you?"
"FINALLUMINE11_ZERO","That's why you can't finish me off, right? You don't have it in yourself...You aren't who should it be, am I right?"
"FINALLUMINE12_ZERO","Huh?"
"FINALLUMINE13_ZERO","Old models like you have to worry if your actions are truly your own."
"FINALLUMINE14_ZERO","Who knows what might be influencing you at this very moment? A Ghost perhaps?"
"FINALLUMINE15_ZERO","However, we New Generation Reploids were built using data derived from hundreds of old model Reploids."
"FINALLUMINE16_ZERO","That's what grants us total immunity to all viruses. We can act how we choose, as it guarantees our own free will!"
"FINALLUMINE17_ZERO","That means, of course, that Sigma was also included in the mix. Do you understand what I'm getting at here?"
"FINALLUMINE18_ZERO","No Reploid would choose to be insane like Sigma was!"
"FINALLUMINE19_ZERO","Yes, he rebelled against your world. Perhaps due to a virus."
"FINALLUMINE20_ZERO","Maybe Sigma was right after all. You are the origin of this, Zero."
"FINALLUMINE21_ZERO","Thanks to you that we New Generation Reploids are able to be what we are now."
"FINALLUMINE22_ZERO","You should thank us for letting all of us know how this world is rotten."
"FINALLUMINE23_ZERO","Humans using Reploids to perpetuate their accursed cycle of aggression..."
"FINALLUMINE24_ZERO","That's why our decision to wage battle against the old world was made consciously."
"FINALLUMINE25_ZERO","In other words, we possess the power to go Maverick at will!"
"FINALLUMINE26_ZERO","......"
"FINALLUMINE27_ZERO","Zero... Do you really have what it takes to stop us?"
"FINALLUMINE28_ZERO","You're merely a tool of the humans. Nothing but a tool of the old world..."
"FINALLUMINE29_ZERO","You think you can stand up in front of us with your Saber to those who have evolved this far?"
"FINALLUMINE30_ZERO","Ha ha ha ha ha ha ha ha ha ha! You don't even know what you're fighting for!"
"FINALLUMINE31_ZERO","Playing as a \""Hero\"" who doesn't seem to know that the end of your world has already begun!"
"FINALLUMINE32_ZERO","You think your actions are really for your so-called \""Justice\""? We're the true justice!"
"FINALLUMINE33_ZERO","The world is changing. Therefore, it's only natural that evolution takes its course!"
"FINALLUMINE34_ZERO","Now, line up to be exterminated, so I can end your suffering forever!"
"FINALLUMINE35_ZERO","Justice? Hero? And who said I fought for these purposes?"
"FINALLUMINE36_ZERO","I only fought for what I thought was right and for those who believe that hope exists."
"FINALLUMINE37_ZERO","You're the enemy here... And I won't hesitate slicing you down!"
"FINALLUMINE38_ZERO","Enemy, ally... This issue isn't so black and white."
"FINALLUMINE39_ZERO","Reploids, along with humanity, have irrevocably changed."
"FINALLUMINE40_ZERO","The nature of their existence has also changed. You are not needed in our new world!"
"FINALLUMINE41_ZERO","You can babble all you want, but I'm not going to let you get away with this!"
"SECRET2-1_ZERO","Welcome Zero, it's a pleasure to meet you for the first time."
"SECRET2-2_ZERO","Huh? Oh, thanks. You don't look like a Maverick just like the others."
"SECRET2-3_ZERO","I can feel something... Peaceful in your presence, who are you?"
"SECRET2-4_ZERO","How observant of you to notice so quickly."
"SECRET2-5_ZERO","I am Serenade."
"SECRET2-6_ZERO","You mentioned I'm different from others you faced before?"
"SECRET2-7_ZERO","That is because of my overwhelming power."
"SECRET2-8_ZERO","Overwhelming?"
"SECRET2-9_ZERO","Correct. My strength isn't about aggression. I've been training ever since I lost the title of UnderKing."
"SECRET2-10_ZERO","Now that you mentioned my presence, I feel that you're somehow.... Familiar."
"SECRET2-11_ZERO","Hmmm?"
"SECRET2-12_ZERO","Could be that.... You are the one destined to bring destruction to us?"
"SECRET2-13_ZERO","What? What do you know about me? Tell me right now!"
"SECRET2-14_ZERO","Why don't you fight me and find out?"
"SECRET2-15_ZERO","For twenty years, I've amassed power and refined my abilities. I choose you to be able to test them."
"SECRET2-16_ZERO","Serenade, right?"
"SECRET2-17_ZERO","Very well then, I accept your duel. Let's do it!"
"SECRET2-18_ZERO","So be it, come on Zero! Show me your strength as well!"
"SECRET2-19_ZERO","I truly believed my power would be enough to defeat you. It seems I was mistaken."
"SECRET2-20_ZERO","Now that I've observed your way of fighting better, you don't appear to be like \""him\""."
"SECRET2-21_ZERO","You share strong similarities, but you seem to know what you're fighting on."
"SECRET2-22_ZERO","Are you saying that there is a counterpart of me which is my opposite?"
"SECRET2-23_ZERO","Indeed, but I fear that he will be defeated by \""another warrior\"" just like me."
"SECRET2-24_ZERO","You fought beautifully, Zero. You truly were the strongest opponent that I've encountered in this world."
"SECRET2-25_ZERO","I wish I had something more to offer as a reward... but all I can give is my gratitude."
"SECRET2-26_ZERO","Heh, no need to worry about it. Just the fact that you weren't a Maverick makes me feel rewarded."
"SECRET2-27_ZERO","Perhaps we'll meet again, in another place... until then, farewell, Zero."
"SECRET2-28_ZERO","And remember, think about what you are really fighting for."
"SECRET2-29_ZERO","..."
"SECRET3-1_ZERO","Y... You!"
"SECRET3-2_ZERO","Oh, so it's you, you were fighting alongside Axl against us, weren't you?"
"SECRET3-3_ZERO","Don't move! This area is restricted to S Class Hunters, Hand over that data to me right now!"
"SECRET3-4_ZERO","Do you not get it yet? With this, we can hunt Mavericks more effectively than the Hunters ever could."
"SECRET3-5_ZERO","After all, you fought for so long. We could be a great help to you, but for a price of course."
"SECRET3-6_ZERO","Do you think facing the Mavericks is just a game? What would make a bounty hunter such as you think that way?"
"SECRET3-7_ZERO","Hmph, you really are an S-Class Hunter, aren't you?"
"SECRET3-8_ZERO","Why don't you face me, then? I want to see if you remain as merciless as always."
"SECRET3-9_ZERO","Shall we get things started?"
"SECRET3-10_ZERO","Tch, not bad.... For an old timer..."
"SECRET3-11_ZERO","If you dare to get in our way one more time, I won't hesitate to slice you into pieces again."
"SECRET3-12_ZERO","And Axl would be disappointed if he knew his mentor didn't learn from his mistakes."
"SECRET3-13_ZERO","Ha ha ha... Maybe you were right after all."
"SECRET3-14_ZERO","Next time we met, it won't be that easy. Farewell Zero.... And please, keep supporting my boy."
"SECRET3-15_ZERO","..."
"FINAL-6","Roger!"
"VILE4-6_AXL","Maybe I'll wait till the last possible moment and have a little fun with this."
"SUNFLOWER_ZERO_WEAPON","Tenshouha\n(Heaven Shine Wave)"
"ANTONION_ZERO_WEAPON","Juuhazan\n(Heavy Slash Wave)"
"MANTIS_ZERO_WEAPON","Rasetsusen\n(Swirling Temple Whirl)"
"MANOWAR_ZERO_WEAPON","Raikousen\n(Lightning Flash)"
"PANDA_ZERO_WEAPON","Youdantotsu\n(Leaf Severing Thrust)"
"TRILOBYTE_ZERO_WEAPON","Rekkyoudan\n(Violent Mirror Sever)"
"YETI_ZERO_WEAPON","Hyouryushou\n(Ice Dragon Rise)"
"ROOSTER_ZERO_WEAPON","Enkoujin\n(Blaze Drop Blade)"
"ZERONORMAL_NAME","Normal Body"
"ZERONORMAL_DISC","Without special abilities."
"ZEROBLACK_NAME","???"
"ZEROBLACK_DISC","Overall buffs."
"NEXT_CHARACTER_NAME","NEXT CHARACTER"
"NEXT_CHARACTER_DISC","Switch to the next character"
"PREV_CHARACTER_NAME","PREV. CHARACTER"
"PREV_CHARACTER_DISC","Switch to the previous character"
"ZEROBODY_NAME","Default Body"
"ZEROBODY_DESC","15% Damage Reduction"
"X_LEFT_TITLE_1","Head:"
"X_LEFT_DESC_1","DNA Copy system for X Buster"
"X_LEFT_TITLE_2","Arms:"
"X_LEFT_DESC_2","X-Buster MK17, fires chargeable solar energy."
"X_LEFT_TITLE_3","Body:"
"X_LEFT_DESC_3","Titanium X Alloy, highly damage-resistant."
"X_LEFT_TITLE_4","Legs:"
"X_LEFT_DESC_4","Air Dash system for aerial travel."
"X_RIGHT_DESC","Magnum Opus of Dr. Thomas Light. Origin of all Reploid-kind.\n\nAn all-round Hunter who can attack at a long range.\n\n\nA good choice for beginner players."
"ZERO_LEFT_TITLE_1","Head:"
"ZERO_LEFT_DESC_1","Learns new techniques from combat."
"ZERO_LEFT_TITLE_2","Z-Saber:"
"ZERO_LEFT_DESC_2","A beam saber for multi-strike combos."
"ZERO_LEFT_TITLE_3","Body:"
"ZERO_LEFT_DESC_3","Improves mobility and boosts energy for powerful moves."
"ZERO_LEFT_TITLE_4","Air Waltz:"
"ZERO_LEFT_DESC_4","Mid-air second jump with thrusters."
"ZERO_RIGHT_DESC","Leads the Hunters in X’s absence. Has ties to the Sigma Virus.\n\nThis powerful Hunter is a skilled close-combat fighter.\n\nA good choice for experienced players."
"AXL_LEFT_TITLE_1","Copy Chip:"
"AXL_LEFT_DESC_1","Allows Axl to copy enemy abilities."
"AXL_LEFT_TITLE_2","Axl Bullet:"
"AXL_LEFT_DESC_2","Fires rapid powerful bullets."
"AXL_LEFT_TITLE_3","Lightweight Frame:"
"AXL_LEFT_DESC_3","Increases mobility and enables dodging ability."
"AXL_LEFT_TITLE_4","Hover:"
"AXL_LEFT_DESC_4","Allows hovering in mid-air. (Hold Shot + Jump Button to hover while attacking)"
"AXL_RIGHT_DESC","A New Generation Reploid prototype equipped with a copy chip, his origin still remains unknown.\n\nA nimble Hunter able to dodge enemy attacks.\n\nA good choice for adaptable players."
"GAME_START_X","START AS X"
"GAME_START_AXL","START AS AXL"
"GAME_START_ZERO","START AS ZERO"
"SUBTANK_NAME","Subtank"
"SUBTANK_DISC","Reserve tanks for emergency"
"HEARTS_NAME","Life Up"
"HEARTS_DISC","Increases your Life Energy"
"BLACKZEROHEAD_NAME","Black Head Part"
"BLACKZEROHEAD_DISC","Attacks heal damage taken"
"BLACKZEROBODY_NAME","Black Body Part"
"BLACKZEROBODY_DISC","No knockback, 15% Damage Reduction"
"BLACKZEROARM_NAME","Black Arm Part"
"BLACKZEROARM_DISC","Deal 20% more damage, enhance abilities"
"BLACKZEROLEG_NAME","Black Foot Part"
"BLACKZEROLEG_DISC","Speed buff, extra jump in air"
"AXLWHITEHEAD_NAME","White Head Part"
"AXLWHITEHEAD_DISC","Bullets heal damage taken"
"AXLWHITEBODY_NAME","White Body Part"
"AXLWHITEBODY_DISC","No knockback, 30% damage reduction"
"AXLWHITEARM_NAME","White Arm Part"
"AXLWHITEARM_DISC","Ammo cost reduced by 50%"
"AXLWHITELEG_NAME","White Foot Part"
"AXLWHITELEG_DISC","Infinite hover, Speed increased, Vertical dash"
"ULTIMATE_SET_NAME","Nova Strike"
"ULTIMATE_SET_DISC","Dash forward with piercing power"
"ICARUS_SET_NAME","Giga crash"
"ICARUS_SET_DISC","Hits all enemies on screen."
"HERMES_SET_NAME","X Drive"
"HERMES_SET_DISC","Invincible for a short period of time."
"CANCEL_ACT","Cancel"
"BETAZERO_NAME","Zero (Beta)"
"BETAZERO_DISC","Play as beta Zero (Game might crash)"
"CUSTOMZERO_NAME","Custom Zero"
"CUSTOMZERO_DISC","Customize colors on your save folder, more powerful than black zero"
"ZEROHEAD_NAME","Head Part"
"ZEROHEAD_DESC","Able to learn new techniques"
"ZEROARMS_NAME","Arm Part"
"ZEROARMS_DISC","Z-Saber and other arsenals"
"ZEROLEGS_NAME","Leg Part"
"ZEROLEGS_DISC","Allows a Double Jump and Air Dash"
"AXLHEAD_NAME","Head Part"
"AXLHEAD_DISC","Can turn into other Reploids."
"AXLBODY_NAME","Body Part"
"AXLBODY_DISC","Allows a Tactical Roll move"
"AXLARMS_NAME","Arm Part"
"AXLARMS_DISC","A Pistol with energy bullets"
"AXLLEGS_NAME","Leg Part"
"AXLLEGS_DISC","Allows Hover and an Air Dash"
