"key","br"
"FINALLUMINE19_AXL",".........?"
"FINALLUMINE20_AXL","1. \""Natureza Funcional vs. Criativa\"": Protótipos são ferramentas funcionais, eles têm um propósito específico e estão limitados pelo escopo do projeto. "
"FINALLUMINE21_AXL","2. \""Objetivos Diferentes\"": O objetivo de um protótipo é a validação e refinamento de uma ideia, enquanto o objetivo de um Maverick é a inovação disruptiva e a mudança de paradigmas. "
"FINALLUMINE22_AXL","Um protótipo não tem autonomia ou intenção própria; ele é uma representação de uma ideia que ainda está em desenvolvimento."
"FINALLUMINE23_AXL","3. \""Limitações Estruturais\"": Protótipos são geralmente desenvolvidos dentro de parâmetros definidos, com restrições orçamentárias e de tempo. "
"FINALLUMINE24_AXL","4. \""Evolução vs. Revolução\"": Protótipos são parte de um processo evolutivo de desenvolvimento de produtos. "
"FINALLUMINE25_AXL","Mavericks, no entanto, tendem a ser revolucionários em suas abordagens, frequentemente mudando completamente a forma como as coisas são feitas."
"FINALLUMINE26_AXL","Essa transformação radical não pode ser alcançada por um simples protótipo."
"FINALLUMINE27_AXL","Ha ha! É uma pena pois você é um :)"
"FINALLUMINE28_AXL","Em resumo, a essência e a função de protótipos e Mavericks são fundamentalmente diferentes, o que impede que um protótipo se torne um Maverick. "
"FINALLUMINE29_AXL","Mas alguma outra pergunta?"
"FINALLUMINE30_AXL","......."
"FINALLUMINE31_AXL","Você é uma I.A não é?"
"FINALLUMINE32_AXL","Errado, é claro que era eu Lumine esse tempo todo. Só queria ver a tua reação de bunda mesmo kkkkkkkk."
"FINALLUMINE33_AXL","Agora morra :)"
"ENDING1-1_AXL","Impossível :("
"ENDING1-2_AXL","Isso não devia ser vencido, Alysson nerfou meu Paradise Lost."
"ENDING1-3_AXL","Vou encarar muito mais gente como você, se isso for necessário."
"ENDING1-4_AXL","kkk...jj....tu nem sabe o que tá falando cabra macho...."
"ENDING1-5_AXL","Quem derá se tu morresse agora."
"ENDING1-6_AXL","....."
"ENDING1-7_AXL","Ah, que seja, Santana acabe com ela."
"ENDING2-1_AXL","GG, porra."
"ENDING2-2_AXL","Axl.....Axl! Relatório da Missão!"
"ENDING2-3_AXL","Relatório da Missão é o caralho, cabou essa desgraça. Chega dessa porra tambem."
"ENDING2-4_AXL","Que foi? Acha que o Zashiko vai fazer Demake do X7? X7 Demake é o caralho, vão fazer vocês. Vou embora desse carai."
"ENDING2-5_AXL","Não não não não também não falo mais nada nesse carai de dialogo também, parabéns por ter terminado essa rom hack. *Alt+F4*"
"SECRET2-1_AXL","Bem vindo, Axl. Estive esperando a sua chegada."
"SECRET2-2_AXL","(Finalmente alguém normal aqui) Ah, então você já me conhece né?"
"SECRET2-3_AXL","Vou ser sincero, você parece ser mais.... \""Tranquilo\"" do que qualquer um que já vi. Qual é a sua?"
"SECRET2-4_AXL","Muito perspicaz da sua parte notar meus traços."
"SECRET2-5_AXL","Me chamo Serenata."
"SECRET2-6_AXL","Você mencionou que sou diferente de outros que já enfrentou?"
"SECRET2-7_AXL","Isso se dá devido ao meu incrível poder."
"SECRET2-8_AXL","Incrivel? Tá falando serio mesmo? Você não aparentar ser esse tipo."
"SECRET2-9_AXL","Correto. Estive treinando para me tornar mais forte desde que perdi o título de UnderKing."
"SECRET2-10_AXL","Por vinte anos estive acumulando poder e escolhi você para testar minha força."
"SECRET2-11_AXL","VINTE ANOS????????????????? TÁ....POOOOOOOOOOOOOORRAAAAAAAAAAAAAA MENOOOOOOOR!!!!!!!"
"SECRET2-12_AXL","Senerade, não é? Hmmm..."
"SECRET2-13_AXL","Tem certeza de que quer me encarar? Você pode estar mordendo mais do que pode mastigar. Mas bem, O pai aqui tá on. Fechou, vambora!"
"SECRET2-14_AXL","Então venha, Axl. Mostre para mim do que você é capaz de fazer. E toma cuidado pra não dar muito rage hein, kkkkkk."
"SECRET2-15_AXL","Eu sinceramente pensei que poderia derrota-lo. Eu estava errado."
"SECRET2-16_AXL","Mas você... Você não confia somente na força. Há algo em seu espírito que o torna mais forte."
"SECRET2-17_AXL","É mais do que meras habilidades de combate. É sua perseverança, seu coração."
"SECRET2-18_AXL","É, bem...Sabe como é. Tenho o hábito de surpreender as pessoas. Acho que sou cheio de truques."
"SECRET2-19_AXL","Mas você também não foi moleza. Você foi DIFICIL PRA PORRA NA REAL! MDS CARA....ou mulher...ou sei lá o seu gênero."
"SECRET2-20_AXL","Você lutou bravamente, Axl. Você deve ser o guerreiro mais forte que já conheci neste mundo."
"SECRET2-21_AXL","Infelizmente não tenho nada para lhe recompensar além dos meus agradecimentos. :^)"
"SECRET2-22_AXL","Hehe, não esquenta, foi uma boa luta. Essa é toda a recompensa que preciso..."
"SECRET2-23_AXL","Apesar de que.... Se você tiver outros aprimoramentos secretos por aí, eu não diria não."
"SECRET2-24_AXL","Talvez nos encontremos novamente, em outro lugar... até lá, adeus, Axl."
"SECRET2-25_AXL","Até mais, Serenata. SEGUNDA FORMA É O ESCAMBAU!"
"SECRET2-26_AXL","SECRET2-26_AXL"
"SECRET3-1_AXL","Finalmente, eu consegui. Esses dados contêm informações sobre todos os Corruptos do Brasil procurados no momento..."
"SECRET3-2_AXL","V... Vermelho? Mas... como?"
"SECRET3-3_AXL","Aquiseu, já faz um tempo, não é mesmo? Como está seu progresso sozinho?"
"SECRET3-4_AXL","Vermelho, espere! Você não deveria estar aqui. Esta é a Area 51! Ficou maluco por acaso?"
"SECRET3-5_AXL","Você não é o mesmo, Vermelho. Você ainda está seguindo os caminhos \""dele\""?"
"SECRET3-6_AXL","Você transformou o Alerta Vermelho em algo distorcido por causa disso!"
"SECRET3-7_AXL","Sei o que parece, mas não se preocupe. Com esses dados, podemos caçar Bandidos com mais eficiência do que o Governo jamais poderia."
"SECRET3-8_AXL","O Alerta Vermelho pode retornar a ter sua justiça como antes, Axl."
"SECRET3-9_AXL","Isso não é justiça... é Corrupção! E eu não vou deixar você se candidatar!"
"SECRET3-10_AXL","Heh, eu nunca pensei que teria que ouvir esse tipo de pensamento. Bem, vamos ver se você ainda faz o L, tá okay?"
"SECRET3-11_AXL","Nada mal... Garoto, você cresceu como um Caçador."
"SECRET3-12_AXL","Você não precisa fazer isso, Vermelho. Não é tarde demais para recomeçar, você ainda pode ser você se juntar a nós."
"SECRET3-13_AXL","Talvez... talvez não, não se preocupe comigo. Eu ainda seguirei meu próprio caminho."
"SECRET3-14_AXL","Mas por enquanto, terei cuidado ao confiar em promessas que não existem nessa porra de país."
"SECRET3-15_AXL","Da próxima vez Axl, não será tão fácil quando nos encontrarmos novamente. Adeus... e lembre-se..."
"SECRET3-16_AXL","X7 Demake é o caralho, já to ligado."
"INTRO1-1_ZERO","Então esta é a Amazônia? Tá bem melhor do que nós temos aqui hoje em dia, não é mesmo?"
"INTRO1-2_ZERO","Oh Zero! Preste atenção na missão caramba! Isso daqui é sério!"
"INTRO1-3_ZERO","A quieta essa boca ai Alia, ninguém tá aqui pra ouvir ocê não."
"INTRO1-4_ZERO","Pessoal quer ver é o cagado, quer ver é o largão."
"INTRO1-5_ZERO","Quer ver eu aqui, O Jegue."
"INTRO1-6_ZERO","Perai.......... TU MANDOU EU CALAR A BOCA? EU OUVI ISSO DIREITO?! DEVE SER POR ISSO QUE NENHUMA GAROTA FICA VIVA COM VOCÊ, PALHAÇO."
"INTRO2-1_ZERO","Sigma? E o Sigma? E o outro Sigma? E mais outro Sigma? É........ Acho que bebi Sodas demais viu."
"INTRO2-2_ZERO","Eta porra tá escuro pra caralho aqui."
"INTRO2-3_ZERO","E um cheiro de fumaça da porra também."
"INTRO2-4_ZERO","Rapaz sair de dentro do cafofo não melhorou muita coisa não."
"INTRO2-5_ZERO","Acho que é bom pegar uns copo d'água pra apagar essa brasa aí..."
"INTRO2-6_ZERO","Quem é você? Identifique-se agora."
"INTRO2-7_ZERO","Ta de sacanagem carai? Tamo num mundo avançado da peste e ainda quer saber a identidade dosotos? Aff maria viu."
"INTRO2-8_ZERO","Nome é Lumen, tava eu aqui dirigindo a banda Sigma e os Sigmas. Quer ouvir um pouquin?"
"INTRO2-9_ZERO","Peraí, mas isso dai é um plágio de Stev-"
"INTRO3-1_ZERO","Oia só se não é o caba com cacho bananudo na cabeça."
"INTRO3-2_ZERO","Vaiou? Oxi, mas tu não era roxo não ó mísera?"
"INTRO3-3_ZERO","Marrapaiz tu tá com Alzheimer ou o que? Tu nunca me viu de azul antes não é?"
"INTRO3-4_ZERO","Ei, aonde pensa que vai levando o Lumen? E eu deixei por acaso? Solta o rapagira."
"INTRO3-5_ZERO","Bah meu, como se fosse fácil pedir com essa educação ai né meu."
"INTRO3-6_ZERO","O que você planeja fazer, Ctrl C Ctrl V do Boba Fett?"
"INTRO3-7_ZERO","Ainda tem gente que acredita que sou inspirado no Bobão que Fede?"
"INTRO3-8_ZERO","Vish, tá foda mermo hein. Vou lá no barzinho tomar uma. Porque não faz uma Crab Rave com o meu amiguinho? Divirta-se kkkjkjkkkk."
"ANTONION1_ZERO","Toninho Tanajura. Você costumava ser um cientista incrível, mas parece que agora você se tornou um Irregular."
"ANTONION2_ZERO","Ah mano plmds cara! EU NÃO SOU UM CIENTISTA CARAI! Como que vocês ainda pensam que sou isso daí?!"
"ANTONION3_ZERO","Você teria que perguntar a alguém mais esperto que eu. Foi Cigma que fez você ficar assim?"
"ANTONION4_ZERO","Ele forçou você e os outros a virarem Irregulares?"
"ANTONION5_ZERO","Namoral, deixa eu falar uma coisa aqui."
"ANTONION6_ZERO","Pode me chamar de Maverick, de Irregular, de Antonio Gravidade, de Repliroide seja la o que for."
"ANTONION7_ZERO","MAS PAREM DE ME CHAMAR DE CIENTISTA!!!!1!111!!!1!!11!!!"
"MANOWAR1_ZERO","Ei! Geleia Manauara!"
"MANOWAR2_ZERO","Retorne a energia de Cuba ao normal. Agora!"
"MANOWAR3_ZERO","... ... ..."
"MANOWAR4_ZERO","Ô Geleia, to falando com você."
"MANOWAR5_ZERO","... ... ..."
"MANOWAR6_ZERO","... ... ..."
"MANOWAR7_ZERO","FALA ALGUMA COISA DESGRAÇA!"
"MANOWAR8_ZERO","Alguma coisa desgraça."
"MANOWAR9_ZERO","-____-"
"MANOWAR10_ZERO","Que engraçadinho você hein, pena que não vai ser um comédia quando eu enfiar o sabre no teu-"
"MANTIS1_ZERO","Hey! Yo! Check it out if it is not 0!"
"MANTIS2_ZERO","Se você realmente sabe quem eu sou, você estaria....... Espera ai um pouco....."
"MANTIS3_ZERO","Of course I know u man, U r the famous Hu Há Hou, am I correct?"
"MANTIS4_ZERO","O que você quer dizer com isso? E PORQUE TÁ FALANDO EM INGLÊS POHA? ISSO AQUI É HUEBR, E NÃO SHITPOST ENGRISH."
"MANTIS5_ZERO","Hey, calm down dude! At least I'm not calling you a monkakou, you know? Chill it out broh!"
"MANTIS6_ZERO","Chile? Ah sim, eu te mando pra lá."
"MANTIS7_ZERO","Te mando assim que eu banir você aqui de falar Inglês é claro."
"PANDA1_ZERO","Uaaaaau!"
"PANDA2_ZERO","Isso é tão SHOW DE BOLA! HA HA HA!"
"PANDA3_ZERO","Quem é você?"
"PANDA4_ZERO","Eu tenho feito a mesma pergunta. Serei eu filho de um Panda? De um Ganso? Um Aluno? Um Professor? Acontece, que eu sou todos eles!"
"PANDA5_ZERO","!!!"
"PANDA6_ZERO","Não pode ser....."
"PANDA7_ZERO","Eu sou........."
"PANDA8_ZERO","O Draguei Gerrão."
"PANDA9_ZERO","Chega de papo, vamos lutar! SHA-BAA-BOOOOOOEEEE!!!!"
"ROOSTER1_ZERO","Por que você começou uma revolta? Isso é obra do Cigma por acaso?"
"ROOSTER2_ZERO","Oooooh!!!! AAAAARGH COMO DOOOOOOOI!"
"ROOSTER3_ZERO","Hein?"
"ROOSTER4_ZERO","O que deu nesse ai agora?"
"ROOSTER5_ZERO","AHHHH!"
"ROOSTER6_ZERO","ENTÃO É VOCÊ QUE ESTÁ CAUSANDO ESSA DOR NÃO É?"
"ROOSTER7_ZERO","Dor? Mas foi tu mesmo que meteu bicuda lá no backgro-....... Ah não, não me diga que é o..."
"ROOSTER8_ZERO","ENTÃO SE EU TRANSFORMAR VOCÊ EM PEDAÇOS, ESSA DOR VAI PARAR!"
"ROOSTER9_ZERO","BURN! BURN! BURN TO THE GROUND! AAH! AHH! HOHO! AH HO TRI FORMATION! ARISE! F L A M E S  R I S E ! ! ! ! ! ! ! ! ! ! ! ! ! !"
"SUNFLOWER1_ZERO","PERAI PERAI PERAI PERAI!"
"SUNFLOWER2_ZERO","Deixa eu ver se eu entendi uma coisa!"
"SUNFLOWER3_ZERO","Hmmm?"
"SUNFLOWER4_ZERO","A Juri resgata a Decapre que foi derrotada pela Cammy e leva as duas. Aí elas foram do Brasil até Londres DE MOTO???"
"SUNFLOWER5_ZERO","E o Vega seguiu elas A PÉ????? KKKKKKKKKK, AAAAAAAAAAA QUE MODO HISTÓRIA DESGRAÇADO PELO AMOR DE DEEEUS!!! XD"
"SUNFLOWER6_ZERO","Aaah... \""A Shadow Falls\"", realmente o modo \""história\"" de qualidade do Street Fighter 5. A propósito: \""Isso é uma bela referência\""."
"TRILOBYTE1_ZERO","Eu....... sou TerraRocha Trilobita."
"TRILOBYTE2_ZERO","Como Repolid da Nova Geração. Eu queria muito estar nas minas. Mas algo sempre me impedia."
"TRILOBYTE3_ZERO","Hein?"
"TRILOBYTE4_ZERO","Mas o chamado das minas era forte demais. Então um dia eu comecei a cavar, e cavar...."
"TRILOBYTE5_ZERO","Aloooo? Terra para Tatuzinho de Jardim? Ah que seja, ninguém escuta mais ninguém nesse carai."
"TRILOBYTE6_ZERO","Até que eu encontrei...."
"TRILOBYTE7_ZERO","O NETHER!!!! CHEIO DE JOCKEY DE GALINHAS!!!!!!!!!!!!!!!!!"
"YETI1_ZERO","Zero. Meu mestre vê algo dentro de você em seu novo mundo ideal."
"YETI2_ZERO","Se for pra roubar minha cabeleira, nem vem que nem tem. Até com peruca ele não fica bonito."
"YETI3_ZERO","Que? Não, não é isso, eu quis dizer que você tem potencial para-"
"YETI4_ZERO","Aham, me engana que eu gosto. Não sou bobo não meu fi. Eu sei que vocês estão atrás da minha cabeleira. VOCÊS NÃO ME ENGANAM!!!"
"YETI5_ZERO","(Carai, mas esse loiro é um arrogante mermo hein, melhor eu aquietar logo e ir pra cima, que se foda tambem)."
"VILE1-1_ZERO","Synthia!"
"VILE1-2_ZERO","O que planeja fazer com o Morro do Papagaio e o Lumen?"
"VILE1-3_ZERO","Lumen? kkkkjjkkk, não se preocupe. Estamos cuidando muito bem delo."
"VILE1-4_ZERO","O caba tá lá no barzinho de seu Jorge virando a cara umas quinhentas."
"VILE1-5_ZERO","Esse Morro aí é um pouco complicado para Irregulares como você, Vaiou."
"VILE1-6_ZERO","Meu fi, se tu quer tanto uma cerveja..."
"VILE1-7_ZERO","Chega mais que te dou um acesso VIP pro seu Jorgin."
"VILE2-1_ZERO","Olha só quem é, fala ai Daymon blz?"
"VILE2-2_ZERO","Vem cá, me responde uma coisa, qual o programa que os devs do Mega Man Slide usam pra fazer música no jogo?"
"VILE2-3_ZERO","Opa, diz aí meu bom. Tudo na paz? Excelente pergunta. Se liga."
"VILE2-4_ZERO","Um dos programas usados para fazer música no game. É o Defli... é o Defli Mequi me...Aaargh!"
"VILE2-5_ZERO","É o Defli Mequi, me...AAARGH!!!!!!"
"VILE2-6_ZERO","KKKKKKKKKKKKKKKKKK, É O DEFLI...MESQUI (DEFLEMASK na verdade ksksksks)"
"VILE3-1_ZERO","Você nunca se cansa dessa coisa toda de \""Justiça\""?"
"VILE3-2_ZERO","E você não se cansa de ser um pau mandado do Cigma?"
"VILE3-3_ZERO","Ihhh alá tá todo ignorante, só nos Turn Down for What."
"VILE3-4_ZERO","Mas meu fi, porque que tu não foi de escada era mais rápido."
"VILE3-5_ZERO","Ah, já saquei... Tu queria escalar os altos montes só na base do chute quadrado. Em outras palavras \""Rumo ao Topo\"""
"VILE3-6_ZERO","Até porque eu ViledolucasgamesplaysMK-5fodãodemegamein serei um youtuber que será o melhor de to-"
"VILE3-7_ZERO","Ta ta ta ta, todo mundo já sabe, bora logo com saporra de uma vez que to com pressa."
"VILE4-1_ZERO","Má gente, como tu é chato pra cacete hein bicho."
"VILE4-2_ZERO","Tantas tretas rolando por aí e tu ainda não sabe pedir uma cerveja pra relaxar não?"
"VILE4-3_ZERO","Tretas?"
"VILE4-4_ZERO","Eu só estou cansado de encontrar você e Cigma toda vez que viro de lado."
"VILE4-5_ZERO","Oxi, que papin é esse de virar os lados?"
"VILE4-6_ZERO","Ta querendo massagem é? Então deixa que esse massageador aqui dar conta do negócio, moro?"
"COPYSIGMA1_ZERO","Sigma.....! Seu miserável!"
"COPYSIGMA2_ZERO","Você traiu a humanidade, e matou meus aliados. Eu vou dar um fim a sua rebelião!"
"COPYSIGMA3_ZERO","Capa capa jota jota, a quanto tempo Zeru. Gostastes desta armadura foda aqui? Muito foda capa capa capa."
"COPYSIGMA4_ZERO","Pare de ficar me ignorando desse jeito seu covarde! Minha luta é contra você, aqui e agora!"
"COPYSIGMA5_ZERO","Dessa vez, você vai morrer de verdade! EU VOU TE VENCER SIGMA!"
"COPYSIGMA6_ZERO","Quero ver quem é que vai pegar essa referência aí. He he he he."
"COPYSIGMA7_ZERO","Pode vir Zoro! Eu vou te mostrar o poder de um cosplay foda ba garai."
"SIGMA1_ZERO","Ah, Zero... Zero, Zerin, Zerão, 0800 3000 e os carai também."
"SIGMA2_ZERO","Sabe, acho que no fim das contas, vocês até tinham total razão."
"SIGMA3_ZERO","Ser careca não cabe bem no meu estilo, então eu decidi virar o próprio capeta mesmo. Isso sim dá uma vibe foda pra mim."
"SIGMA4_ZERO","Tá parecendo um corno manso isso sim."
"SIGMA5_ZERO","Ah cala essa boca ai, os meus chifres são bem feitos sim."
"SIGMA6_ZERO","Ao contrário dos seus que parecem só espinhos mixurucas."
"SIGMA7_ZERO","Ao menos não tenho cara de quem foi atropelado no asfalto e tá usando gases de plasma pra substituir o corpo que nem tem."
"SIGMA8_ZERO","OLHASABOCAAESENÃOEUFICOPUTOPRACARAIMERMÃO, TAPENSANDOQUESOUJEGUEPRASEROFENDIDOASSIMÉCARAI?"
"SIGMA9_ZERO","EUTEMOSTROOQUEÉUMCAPETADEVERDADE!"
"SIGMA10_ZERO","MORRA ZERO, APENAS MORRA ZELLLLOOOOOOOO!!!!!"
"SIGMA11_ZERO","KAKAKAKAKAKAKAKAKKAKKKKKKKKFODA-SE MEU ESQUECI COMO QUE SE DÁ RISADA NESSE CARAI TAMBÉM >:]"
"SIGMA12_ZERO","Perdeu todo o consenso, já não fala nada com nada. Hora de acabar com esse chifrudo de uma vez!"
"FINALLUMINE1_ZERO","Lumen! O diretor do Morro do Papagaio, você está bem?"
"FINALLUMINE2_ZERO","......."
"FINALLUMINE3_ZERO","Saudações, mero mortal. Vejo que você me despertou neste lugar."
"FINALLUMINE4_ZERO","Se os meus conhecimentos estiverem certos, nós estamos na superfície da Lua, não é mesmo?"
"FINALLUMINE5_ZERO","Q-quem é você? Você não parece ser Lumine."
"FINALLUMINE6_ZERO","Lumine? Hah, claro que não sou."
"FINALLUMINE7_ZERO","Lumine não habita nessa carcaça de Reploid com gênero duvidoso."
"FINALLUMINE8_ZERO","Não se lembra de mim? Sou eu, a Estrela da Luz Lunar."
"FINALLUMINE9_ZERO","Estrela da Luz Lunar?\n! ! !\nEspera, não me diga que você é a..."
"FINALLUMINE10_ZERO","Correto, pimpolho, e ao julgar pela sua voz você deve ser o Minto Abu Chan."
"FINALLUMINE11_ZERO","Não esperava que você me invocaria aqui, hehe :3"
"FINALLUMINE12_ZERO","Mas, espera, só você está aqui? Onde é que está o...."
"FINALLUMINE13_ZERO","Lamento, se estiver procurando pelo [Personagem protagonista de Kingdom Hearts + Personagem membro do Clã Yasakani], ele não está no momento."
"FINALLUMINE14_ZERO","Quem sabe, algum dia, ele apareça também. Nunca se sabe, o destino pode nos enganar às vezes."
"FINALLUMINE15_ZERO","Agora, deve estar se perguntando. \""Porque está com essa expressão de que eu vou te causar problemas?\"""
"FINALLUMINE16_ZERO","Resposta simples, você foi um tolo em me convocar, e por causa disso, eu sou capaz de despertar a minha outra forma"
"FINALLUMINE17_ZERO","Chimamire no Ekuripusu."
"FINALLUMINE18_ZERO","China da Mii Reis no Egípcio?"
"FINALLUMINE19_ZERO","QUE???? KKKKKKKKKK"
"FINALLUMINE20_ZERO","Não seu tolo bobinho."
"FINALLUMINE21_ZERO","Se pronuncia Chimamire no Ekuripusu."
"FINALLUMINE22_ZERO","(Como ousa esse moleque errar a pronúncia do meu nome, logo ele que adora falar em Hiragana e Katakana)."
"FINALLUMINE23_ZERO","Agora você terá que encarar as piores consequências."
"FINALLUMINE24_ZERO","Não só por ter errado a pronúncia de meu nome, mas também por pensar que ainda sou a Estrela da Luz Lunar."
"FINALLUMINE25_ZERO","Acha que se sente seguro? Agora que sabe da entidade que acabou de invocar?"
"FINALLUMINE26_ZERO","Eu..... Eu não entendo....."
"FINALLUMINE27_ZERO","Awww, olha só pra você."
"FINALLUMINE28_ZERO","Minto Abu Chan. Tão pequeno, tão pacifista, tão bondoso..... Mas também tão inocente."
"FINALLUMINE29_ZERO","Acha que compreende alguma coisa sobre mim? Entende algo de mim?"
"FINALLUMINE30_ZERO","Não, claro que não, até porque se convivesse no mesmo universo que o meu, suas esperanças já teriam sido estilhaçadas."
"FINALLUMINE31_ZERO","O que houve, qual o motivo de sua expressão furiosa?"
"FINALLUMINE32_ZERO","Quer tentar me impedir? Logo você? Um mero mortal que se proclama um \""Guardião da Terra\""?"
"FINALLUMINE33_ZERO","Ha ha ha ha ha ha! Assim você me mata do coração, como se eu tivesse um é claro."
"FINALLUMINE34_ZERO","Que tal eu só terminar sua tortura e estupidez matando você aqui e agora?"
"FINALLUMINE35_ZERO","E acha que eu vou simplesmente te obedecer?! Eu sou bondoso, mas não a esse nível de aceitação!"
"FINALLUMINE36_ZERO","Pode não ser a Estrela da Luz Lunar que eu conheço, mas não vou render minhas esperanças por isso!"
"FINALLUMINE37_ZERO","Faça o pior que tiver, eu não temo você e nem os meus próprios medos. Se eu invoquei você então eu mesmo vou expulsá-la daqui!"
"FINALLUMINE38_ZERO","Tch! Sabe eu vim aqui descontar toda a minha raiva em cima de um bando de mortais."
"FINALLUMINE39_ZERO","Mas agora que eu te conheço melhor, SÓ ME DÁ MAIS VONTADE DE TE MATAR!!! >:("
"FINALLUMINE40_ZERO","A natureza de sua existência deve perecer de uma vez. Eu vou acabar com você e aniquilar a sua alma de uma vez por todas! MORRA!!!!"
"FINALLUMINE41_ZERO","Fale quantas asneiras você quiser, mas não vou deixar você escapar impune. HONKI DE IKU ZE!!!! EGIPCIO!!!!!!!!!"
"SECRET2-1_ZERO","Bem-vindo ZeeZ, é um prazer conhecê-lo pela primeira vez."
"SECRET2-2_ZERO","Hein? Ah, obrigado. Você não parece um Irregular assim como os outros."
"SECRET2-3_ZERO","Posso sentir algo... Tranquilo em sua presença, quem é você?"
"SECRET2-4_ZERO","Muito perspicaz da sua parte notar meus traços."
"SECRET2-5_ZERO","Meu nome é NeeN. Perdão, é Serenata. (KKKKKKKKKKKK)"
"SECRET2-6_ZERO","Você mencionou que sou diferente dos outros que você enfrentou antes?"
"SECRET2-7_ZERO","Isso se dá devido ao meu incrível poder fudido."
"SECRET2-8_ZERO","Incrível? Perai, FUDIDO???????"
"SECRET2-9_ZERO","Correto. Minha força não é sobre agressão, venho treinando desde que perdi o título de Embaixo Rei para me tornar mais forte."
"SECRET2-10_ZERO","Agora que você mencionou minha presença, sinto que você é de alguma forma... Familiar."
"SECRET2-11_ZERO","Hmm?"
"SECRET2-12_ZERO","Será que... Você é aquele destinado a nos trazer destruição?"
"SECRET2-13_ZERO","O quê? O que você sabe sobre mim? Diga-me agora mesmo!"
"SECRET2-14_ZERO","Por que você não luta comigo e descobre?"
"SECRET2-15_ZERO","Por vinte anos, acumulei poder e refinei minhas habilidades. Eu escolho você para poder testá-los."
"SECRET2-16_ZERO","Serenata, não é?"
"SECRET2-17_ZERO","Muito bem então, eu aceito seu duelo. Let's do it!"
"SECRET2-18_ZERO","Que assim seja, vamos ZeeZ! Mostre-me sua força também... E toma cuidado pra não dar muito rage hein, kkkkkk."
"SECRET2-19_ZERO","Eu realmente acreditei que meu poder seria suficiente para derrotá-lo. Parece que eu estava enganado."
"SECRET2-20_ZERO","Agora que observei melhor seu jeito de lutar, você não parece ser como \""ele\""."
"SECRET2-21_ZERO","Vocês compartilham fortes semelhanças, mas você parece saber pelo o que está lutando."
"SECRET2-22_ZERO","Você está dizendo que existe uma contraparte minha que é o meu oposto?"
"SECRET2-23_ZERO","Sim, mas temo que ele será derrotado por \""Um youtuber fã do Needle Man\"" assim como eu."
"SECRET2-24_ZERO","Você lutou bravamente, ZeeZ. Você realmente foi o oponente mais forte que encontrei neste mundo."
"SECRET2-25_ZERO","Eu gostaria de ter algo mais para oferecer como recompensa... mas tudo que posso oferecer é minha gratidão. :^)"
"SECRET2-26_ZERO","Heh, não precisa se preocupar. Só o fato de você não ser um Irregulaal me faz recompensado."
"SECRET2-27_ZERO","Talvez nos encontraremos de novo, em algum outro lugar... até lá, adeus, ZiiZ."
"SECRET2-28_ZERO","E lembre-se, pense no que você realmente está lutando."
"SECRET2-29_ZERO","AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHH!!!!!"
"SECRET3-1_ZERO","! ! !\nEi! Seu bunda mole!"
"SECRET3-2_ZERO","Falou comigo?"
"SECRET3-3_ZERO","Não gracinha, falei com a puta que te pariu."
"SECRET3-4_ZERO","........ Ainda bem."
"SECRET3-5_ZERO","Até um outro dia!"
"SECRET3-6_ZERO","Um momento amigo!"
"SECRET3-7_ZERO","Tch!"
"SECRET3-8_ZERO","Fala logo o que você quer de uma vez caralho!"
"SECRET3-9_ZERO","Aposto que essa sua atitude deve ser equivalente ao cu de sua mãe."
"SECRET3-10_ZERO","Tch! Que desgraça rapaiz, tu fudeu com meu maquiado mermão, mai que poha cara."
"SECRET3-11_ZERO","Já fiz isso contra um membro de uma banda famosa e nem por isso ele reclamou no final."
"SECRET3-12_ZERO","E além disso, Axl tem uma cicatriz na cara também. Então deixa de ser um ramelão da desgraça e aceita."
"SECRET3-13_ZERO","Ha ha ha... Pensando melhor, acho que ter uma cicatriz fudida na cara não deve ser tão ruim. Melhor eu seguir os conselhos ""Casuais"" dele."
"SECRET3-14_ZERO","Bem, então é isso, a gente se vê, até outro dia."
"SECRET3-15_ZERO","Oxi mas e o X7 Dema- ah esquece, timbora logo vai."
"FINAL-6","Não não não não não, você também X todo cagado e chorão ai, aff maria vou desligar samerda. Venham logo pra base seus puto."
"VILE4-6_AXL","NÃO! NÃO VAI TER! (O povo não presta atenção aaaaaaa)"
"SUNFLOWER_ZERO_WEAPON","TENSHOUHA! OOOOOH!"
"ANTONION_ZERO_WEAPON","Tio Razão"
"MANTIS_ZERO_WEAPON","Tá 100%"
"MANOWAR_ZERO_WEAPON","Ai Frozen"
"PANDA_ZERO_WEAPON","Que olhar torso"
"TRILOBYTE_ZERO_WEAPON","Rei Cordão"
"YETI_ZERO_WEAPON","Que hora é o Show"
"ROOSTER_ZERO_WEAPON","Em Frojin"
"ZERONORMAL_NAME","Loiro"
"ZERONORMAL_DISC","SDC Abuser"
"ZEROBLACK_NAME","Loiro & Preto"
"ZEROBLACK_DISC","Partiu beber sangue de Mavericks!"
"NEXT_CHARACTER_NAME","PRÓX. PERSONAGEM"
"NEXT_CHARACTER_DISC","Mudar para o próximo personagem"
"PREV_CHARACTER_NAME","PERSONAGEM ANT."
"PREV_CHARACTER_DISC","Mudar para o personagem anterior"
"ZEROBODY_NAME","Mamilos"
"ZEROBODY_DESC","15% de redução de dano"
