"key","es"
"SECRET2-6_AXL","¿Mencionaste que soy diferente a otros a los que has visto?"
"SECRET2-7_AXL","Eso es por mi poder abrumador."
"SECRET2-8_AXL","¿Poder? ¿En serio? No te ves precisamente fuerte..."
"SECRET2-9_AXL","Correcto. Mi fuerza no es sobre agresión. He estado entrenando desde que perdí el título de UnderKing."
"SECRET2-10_AXL","Por veinte años, he acumulado poder y refinado mis habilidades. Y ahora, te he escogido a ti para ponerlas a prueba."
"SECRET2-11_AXL","¿Veinte años? Vaya, eso es... mucho tiempo. Pero oye, yo tengo esta habilidad de copia por mi parte."
"SECRET2-12_AXL","Serenade, ¿cierto? Hmm..."
"SECRET2-13_AXL","¿Estas seguro de que quieres enfrentarme? Puede que te arrepientas, pero hey, un reto es un reto. ¡Vamos!"
"SECRET2-14_AXL","Entonces ven Axl. ¡Muestrame de lo que eres capaz!"
"SECRET2-15_AXL","Realmente confié en que mi poder sería suficiente para derrotarte. Al parecer estaba equivocado."
"SECRET2-16_AXL","Pero tú... tú no dependes solo de la fuerza. Hay algo en tu espiritu que te hace fuerte."
"SECRET2-17_AXL","Es más que habilidad de combate. Es tu tenacidad, tu corazón."
"SECRET2-18_AXL","Si, bueno... tengo un habito de sorprender a la gente. Supongo que estoy lleno de trucos como ese."
"SECRET2-19_AXL","Pero tampoco fuiste para nada un debilucho. Puedo respetar eso."
"SECRET2-20_AXL","Luchaste majestuosamente, Axl. Puede que seas el guerrero más fuerte al que me he enfrentado en este mundo."
"SECRET2-21_AXL","Desearía tener algo más que ofrecerte como recompensa... pero todo lo que puedo darte es mi gratitud."
"SECRET2-22_AXL","Je je, no te preocupes. Fue una buena pelea. Esa es toda la recompensa que necesito..."
"SECRET2-23_AXL","Aunque... Si tuvieras algún otro poder secreto por ahí, no diría no por esto."
"SECRET2-24_AXL","Tal vez nos veamos de nuevo, en otro lugar... hasta entonces, adios, Axl."
"SECRET2-25_AXL","Nos vemos, Serenade. ¡La próxima vez no me contendré tanto contigo!"
"SECRET2-26_AXL","SECRET2-26_AXL"
"SECRET3-1_AXL","Finalmente, los conseguí. Estos datos contienen la información de todos los criminales buscados actualmente..."
"SECRET3-2_AXL","¿R.... Red? ¿Pero..... cómo?"
"SECRET3-3_AXL","Axl, ha pasado un tiempo ¿eh? ¿Qué tal te va por tu cuenta?"
"SECRET3-4_AXL","Red, ¡Espera! No se supone que estés aquí. ¡Esta zona es solo para Cazadores de Alto Rango!"
"SECRET3-5_AXL","Has cambiado Red. Aún sigues \""sus\"" enseñanzas."
"SECRET3-6_AXL","¡Has convertido a Red Alert en algo retorcido por culpa de ello!"
"SECRET3-7_AXL","No te preocupes. Con esto, podemos cazar Mavericks como los Cazadores de Mavericks jamás pudieron."
"SECRET3-8_AXL","La Red Alert puede volver a tener su justicia como antes, Axl."
"SECRET3-9_AXL","Eso no es justicia... ¡Es poder! ¡Y no te permitiré abusar de él!"
"SECRET3-10_AXL","Je, nunca pensé que tendría que escuchar esta manera de pensar desde alguien como tú. Bueno, veamos si es que has mejorado. ¡Nada de contenerse!"
"SECRET3-11_AXL","No está mal... chico, has crecido como Cazador."
"SECRET3-12_AXL","No tienes que hacer esto, Red. No es demasiado tarde para volver a empezar, aún puedes seguir siendo tú si te nos unes."
"SECRET3-13_AXL","Tal vez... tal vez no, no te preocupes por mi. Yo seguiré yendo por mi propio camino."
"SECRET3-14_AXL","Pero por ahora, seré cauteloso a la hora de confiar en otros."
"SECRET3-15_AXL","Hasta la próxima Axl.. no será así de fácil cuando nos volvamos a ver. Adios... y cuidate, muchacho."
"SECRET3-16_AXL","Red...."
"INTRO1-1_ZERO","¿Entonces, este es el Parque de Noah? No está nada mal después de todo."
"INTRO1-2_ZERO","Zero, ¿puedes oírme? Hay un Mecaniloide Maverick gigante en esta área."
"INTRO1-3_ZERO","Y está cerca al lugar del accidente cercano al Elevador Orbital. ¡Entendido!"
"INTRO1-4_ZERO","Voy a eliminar a los Mavericks de esta área."
"INTRO1-5_ZERO","Envía los mecaniloides de rescate tan pronto como llegue al lugar del accidente."
"INTRO1-6_ZERO","Entendido, ¡Ten cuidado, Zero!"
"INTRO2-1_ZERO","¿Q... Qué? ¿Qué significa esto, Sigma?"
"INTRO2-2_ZERO","Para protegernos del daño durante el accidente..."
"INTRO2-3_ZERO","Tuvimos que copiar un cuerpo resistente como el de Sigma."
"INTRO2-4_ZERO","Nosotros, los Reploides de Nueva Generación, disfrutamos de una inmunidad completa y total a todos los virus."
"INTRO2-5_ZERO","Así que incluso copiar algo tan peligroso como Sigma no conlleva riesgo."
"INTRO2-6_ZERO","¿Quién eres? ¡Identificate!"
"INTRO2-7_ZERO","Me llamo Lumine."
"INTRO2-8_ZERO","Soy el director a cargo del elevador y del Proyecto Jakob."
"INTRO2-9_ZERO","Hmmm... Entiendo. No te muevas, llamaré al equipo de rescate para que te lleven-"
"INTRO3-1_ZERO","¡Ja ja ja! Qué bueno volver a verte, Zero."
"INTRO3-2_ZERO","¿Vile? Así que no mentían cuando reportaron tu presencia por aquí de nuevo."
"INTRO3-3_ZERO","Me encantaría quedarme y jugar contigo, pero me temo que tengo mucho trabajo que hacer..."
"INTRO3-4_ZERO","No permitiré que un criminal buscado como tú se lleve a Lumine. ¡Déjalo ir ahora!"
"INTRO3-5_ZERO","De ninguna manera. El Elevador Orbital está bajo nuestro control ahora..."
"INTRO3-6_ZERO","¿¡Qué planeas hacer, Maldito Maverick!?"
"INTRO3-7_ZERO","Empieza ahora, Zero. ¡Un nuevo mundo nacerá!"
"INTRO3-8_ZERO","¡Ja ja ja ja ja ja ja ja!"
"ANTONION1_ZERO","Gravity Antonion, solías ser un científico increíble, pero parece que te has vuelto Maverick."
"ANTONION2_ZERO","¿Increíble? ¿Maverick? ¿Siquiera que significan esas palabras?"
"ANTONION3_ZERO","Tendrías que preguntarle a alguien más inteligente que yo. ¿Acaso Sigma te volvió así?"
"ANTONION4_ZERO","¿Te obligó a ti y a los otros a volverse Mavericks?"
"ANTONION5_ZERO","¿Crees que puedes resumir a mi maestro con esa palabra?"
"ANTONION6_ZERO","Nuestra honestidad solo es comparable a tu suprema estupidez."
"ANTONION7_ZERO","Bueno, de todas formas, si no puedes entender nuestro gran plan, ¡Entonces te destruiré!"
"MANOWAR1_ZERO","¡Oye! ¡Gigabolt Man-O-War!"
"MANOWAR2_ZERO","Devuelve la energía de Ciudad de Abel a la normalidad. ¡Ahora!"
"MANOWAR3_ZERO","... ... ..."
"MANOWAR4_ZERO","Se ha vuelto tan Maverick que ni siquiera puede responder..."
"MANOWAR5_ZERO","No soy ningún Maverick... No estoy haciendo nada malo..."
"MANOWAR6_ZERO","Mi maestro necesita energía para hacer su nuevo mundo una realidad."
"MANOWAR7_ZERO","¿Dejar la energía de Ciudad de Abel fuera de control? ¿Esto cómo calza en el malvado plan de Sigma?"
"MANOWAR8_ZERO","Solo estoy trabajando duro para realizar el sueño de mi maestro de un nuevo mundo. Él no está equivocado."
"MANOWAR9_ZERO","¿¡Un nuevo mundo!? Bueno, ¡Ese plan no llega más lejos que esto!"
"MANOWAR10_ZERO","¡Parece que tendré que darte una lección!"
"MANTIS1_ZERO","Vaya. Mira a este tipo. Eres Zero, ¿verdad?"
"MANTIS2_ZERO","Si realmente supieras quién soy, estarías temblando de miedo ahora mismo, Maverick."
"MANTIS3_ZERO","Ustedes los Reploides de estilo antiguo no entienden nada, ¿cierto?"
"MANTIS4_ZERO","¿A qué te refieres con eso?"
"MANTIS5_ZERO","Pudiste haber sido un gran general en nuestras filas. Mi maestro ha mostrado un gran interés en ti, ¿sabes?"
"MANTIS6_ZERO","¡Hmph! No estoy interesado en aliarme con los Mavericks, muchas gracias."
"MANTIS7_ZERO","Y no te preocupes... ¡Iré tras tu jefe tan pronto como acabe contigo!"
"PANDA1_ZERO","¿Quieres decirme que tú nunca has pensado tales cosas por ti mismo, Zero?"
"PANDA2_ZERO","¿Que el mundo desea la destrucción y nada más?"
"PANDA3_ZERO","¿Eso es lo que Sigma te dice?"
"PANDA4_ZERO","Quizás. Quizás mi maestro también ha visto un poco de sí mismo dentro de ti..."
"PANDA5_ZERO","Oh vamos..."
"PANDA6_ZERO","Este mundo perfecto sobre el que ustedes los Mavericks siguen parloteando ni siquiera existe."
"PANDA7_ZERO","No, no existe."
"PANDA8_ZERO","Por eso es que debemos destruir este."
"PANDA9_ZERO","Lo que acabará Zero, es este mundo."
"ROOSTER1_ZERO","¿Por qué has iniciado una revuelta? ¿Es esto obra de Sigma?"
"ROOSTER2_ZERO","¿Sabes qué es este lugar?"
"ROOSTER3_ZERO","El centro de eliminación de residuos..."
"ROOSTER4_ZERO","Después de terminar de cortar y trocear, aquí es donde tiraré lo que quede de ti."
"ROOSTER5_ZERO","¿Acaso no los escuchas, Zero?"
"ROOSTER6_ZERO","¿Los lamentos de todos los Reploides que has enviado aquí porque decidiste que eran Mavericks?"
"ROOSTER7_ZERO","¿Lamentos? ¡Oh vamos no me hagas reír! Si puedes escuchar todo eso, supongo que eso significa que eres un Maverick también, ¿eh?"
"ROOSTER8_ZERO","¡Já! Pronto te darás cuenta de quién está bien y quién está mal en esta lucha."
"ROOSTER9_ZERO","¡¡¡No te burlarás de mí cuando el nuevo mundo se haga realidad!!!"
"SUNFLOWER1_ZERO","Zero... Seguramente ya te has dado cuenta."
"SUNFLOWER2_ZERO","Debes tener un indicio de cuál es nuestra meta aquí."
"SUNFLOWER3_ZERO","¿Qué sabría yo de cómo piensan ustedes los Mavericks?"
"SUNFLOWER4_ZERO","¡No! ¡No! ¡No! Quizá no seamos los buenos, pero no somos monstruos."
"SUNFLOWER5_ZERO","Mi maestro te recuerda bien. Tuviste la oportunidad de convertirte en el destructor definitivo. Eso ya es historia antigua ahora."
"SUNFLOWER6_ZERO","Oh viejo... Ya se le zafó un tornillo."
"TRILOBYTE1_ZERO","Los minerales que minamos aquí son esenciales para el desarrollo en el espacio."
"TRILOBYTE2_ZERO","Pero supongo que eso no significa mucho para ti, ¿cierto Zero?"
"TRILOBYTE3_ZERO","¿Y estás minando para Sigma? ¿Estás loco?"
"TRILOBYTE4_ZERO","¿Has pensado en por qué mi maestro querría recursos como estos?"
"TRILOBYTE5_ZERO","No necesito conocer tu plan para saber que apesta ¡Y no permitiré que te salgas con la tuya!"
"TRILOBYTE6_ZERO","¡Hmph! ¡No me dejaré insultar por un montón de chatarra inservible como tú!"
"TRILOBYTE7_ZERO","Tendrás que obedecer a mi maestro tarde o temprano, ¡Pedazo de chatarra inútil!"
"YETI1_ZERO","Zero. Mi maestro ve una parte para ti en su nuevo mundo ideal."
"YETI2_ZERO","¿Qué es lo que ustedes los Mavericks ven en mi? Además de una potencial paliza, por supuesto..."
"YETI3_ZERO","Realmente eres un modelo viejo, ¿no? No puedes cambiar el mundo con esa forma de pensar."
"YETI4_ZERO","¿Cambiar el mundo? ¿Con destrucción? Dejaselo a un Maverick para que se le ocurra eso."
"YETI5_ZERO","Tu mundo... Tus ideales... son incomprensibles para mi maestro."
"VILE1-1_ZERO","¡Vile!"
"VILE1-2_ZERO","¿Qué planeas hacer con el Elevador y Lumine?"
"VILE1-3_ZERO","¿Lumine? Ja ja ja... No te preocupes. Lo estamos cuidando muy bien."
"VILE1-4_ZERO","El Elevador Orbital es demasiado importante para nosotros como para lastimar a quién lo opera."
"VILE1-5_ZERO","Ese juguete es un poco complicado para Mavericks como tú, Vile."
"VILE1-6_ZERO","Ja ja ja... Como te he echado de menos, Zero."
"VILE1-7_ZERO","¿Qué tal si tenemos algo de diversión y aprovechamos al máximo esta reunión?"
"VILE2-1_ZERO","¡Vile!"
"VILE2-2_ZERO","Es hora de entregar a Lumine. Esta vez, no aceptaré un No por respuesta."
"VILE2-3_ZERO","¿Lumine? ¿Es usted tan tonto como para pensar que está en condiciones de hacer exigencias?"
"VILE2-4_ZERO","¡Mira a tu alrededor, idiota! ¡Tu mundo ya ha comenzado a desmoronarse!"
"VILE2-5_ZERO","¿El mundo tal como lo conoces? ¿Mavericks? ¡Dile adiós a todo eso!"
"VILE2-6_ZERO","¡Caos, destrucción y ruina! ¡Para eso fuimos construidos!"
"VILE3-1_ZERO","¿Acaso no te cansas de toda esta \""justicia\""?"
"VILE3-2_ZERO","¿Acaso no te cansas de ser el perro faldero de Sigma?"
"VILE3-3_ZERO","El Elevador Orbital... la energía... los minerales espaciales... los datos de cohetes..."
"VILE3-4_ZERO","La ruta al espacio..."
"VILE3-5_ZERO","¡Lo que le ha permitido sobrevivir a este mundo por tanto tiempo es nuestro!"
"VILE3-6_ZERO","¿Cómo puedes tomarte este mundo en serio cuando todo está a punto de acabar?"
"VILE3-7_ZERO","¡Hmph! ¡Creo que me ocuparé de ti antes de ir tras tu jefe!"
"VILE4-1_ZERO","Entonces, te niegas a rendirte en tu lucha, ¿eh?"
"VILE4-2_ZERO","¿Estás tan ciego que de alguna manera te has convencido de que aún queda esperanza?"
"VILE4-3_ZERO","¿Lucha?"
"VILE4-4_ZERO","Simplemente estoy cansado de toparme contigo y Sigma cada vez que me volteo."
"VILE4-5_ZERO","Ja ja ja... Supongo que sería un desperdicio simplemente destruirte ahora..."
"VILE4-6_ZERO","Quizás espere hasta el último momento posible y me divierta un poco con esto."
"COPYSIGMA1_ZERO","¿¡Sigma!?"
"COPYSIGMA2_ZERO","No puedo decir que anhelaba verte a tí de nuevo."
"COPYSIGMA3_ZERO","Zero. Una lástima... Tenías las habilidades y el potencial para ser como yo."
"COPYSIGMA4_ZERO","Tú... tú trataste de usar mi ADN."
"COPYSIGMA5_ZERO","¡Te mostraré lo que sucede cuando te metes conmigo!"
"COPYSIGMA6_ZERO","Me temo que no. La luna está bajo mi control y el plan está entrando a su etapa final."
"COPYSIGMA7_ZERO","¡El momento de la destrucción del mundo está sobre nosotros!"
"SIGMA1_ZERO","Zero... Quién imaginaría que cruzaríamos nuestros caminos al final del mundo."
"SIGMA2_ZERO","El momento en que tu virus entró a mi sistema. la semilla fue plantada."
"SIGMA3_ZERO","Ahí es cuando todo comenzó... ¡La destrucción del mundo!"
"SIGMA4_ZERO","¡Ya he escuchado suficiente de esta basura, Sigma!"
"SIGMA5_ZERO","No te enojes, Zero. Realmente estoy en deuda contigo."
"SIGMA6_ZERO","Es gracias a ti que mis hijos fueron capaces de crear este magnífico nuevo mundo en el espacio."
"SIGMA7_ZERO","¿Hijos?"
"SIGMA8_ZERO","Así es. Todos los Reploides de Nueva Generación nacidos del Proyecto Jakob portan chips conteniendo mi información personal."
"SIGMA9_ZERO","Ahora, ¡El plan para destruir el mundo que tanto amas finalmente se está haciendo realidad!"
"SIGMA10_ZERO","¡No derramo lágrimas por tí ni por los tuyos!"
"SIGMA11_ZERO","¡El fin del mundo, y de tí, ha llegado! ¡Adiós!"
"SIGMA12_ZERO","Sigma... Mientras yo siga funcionando, ¡¡¡Tú no tendrás tu final feliz!!!"
"FINALLUMINE1_ZERO","¡Eres Lumine! El director del Proyecto Jakob. ¿Estás bien?"
"FINALLUMINE2_ZERO","¿Que si estoy bien...? Por supuesto."
"FINALLUMINE3_ZERO","Supongo que estás satisfecho ahora que has derrotado a Sigma."
"FINALLUMINE4_ZERO","Gracias a ti, el plan ha ido bien."
"FINALLUMINE5_ZERO","¿Plan? ¿Qué quieres decir con eso? ¿No fuiste utilizado por los planes de Sigma?"
"FINALLUMINE6_ZERO","¿Utilizado? No lo creo."
"FINALLUMINE7_ZERO","Verás, él simplemente facilitó mi plan."
"FINALLUMINE8_ZERO","¡Los Reploides de Nueva Generación han sido despertados y el nuevo mundo nacerá!"
"FINALLUMINE9_ZERO","¡Lumine! ¿Qué estás diciendo? ¿Te has vuelto Maverick también?"
"FINALLUMINE10_ZERO","¿Maverick? Tú no crees que realmente sea así ¿cierto?"
"FINALLUMINE11_ZERO","Por eso no puedes acabar conmigo, ¿cierto? No tienes las agallas... No eres el verdadero tú."
"FINALLUMINE12_ZERO",".........?"
"FINALLUMINE13_ZERO","Modelos antiguos como tú tienen que preocuparse si sus acciones son realmente propias."
"FINALLUMINE14_ZERO","¿Quién sabe qué podría estar influyéndote en este mismo momento? ¿Un fantasma quizás?"
"FINALLUMINE15_ZERO","Sin embargo, nosotros, los Reploides de Nueva Generación, fuimos construidos utilizando datos derivados de cientos de Reploides de modelos antiguos."
"FINALLUMINE16_ZERO","Eso es lo que nos concede inmunidad total a todos los virus. Podemos actuar como elijamos, ¡ya que garantiza nuestra propia libertad de voluntad!"
"FINALLUMINE17_ZERO","Eso significa, por supuesto, que Sigma también fue incluido en la mezcla. ¿Entiendes a lo que voy aquí?"
"FINALLUMINE18_ZERO","¡Ningún Reploide elegiría volverse igual de loco que Sigma!"
"FINALLUMINE19_ZERO","Sí, se rebeló contra tu mundo. Quizás debido a un virus."
"FINALLUMINE20_ZERO","Tal vez Sigma tenía razón después de todo, tú eres el origen de todo esto, Zero."
"FINALLUMINE21_ZERO","Es gracias a tí que nosotros los Reploides de Nueva Generación somos capaces de ser lo que somos ahora."
"FINALLUMINE22_ZERO","Deberías agradecernos por hacerle saber a todos como está de podrido este mundo."
"FINALLUMINE23_ZERO","Humanos usando Reploides para perpetuar su maldito ciclo de agresión..."
"FINALLUMINE24_ZERO","Por eso nuestra decisión de luchar contra el viejo mundo fue tomada conscientemente."
"FINALLUMINE25_ZERO","En otras palabras, ¡Poseemos el poder de volvernos Mavericks a voluntad!"
"FINALLUMINE26_ZERO","......"
"FINALLUMINE27_ZERO","Zero... ¿Realmente tienes lo que se necesita para detenernos?"
"FINALLUMINE28_ZERO","Solo eres una herramienta de los humanos. Nada más que una herramienta del viejo mundo..."
"FINALLUMINE29_ZERO","¿Crees que puedes hacerles frente con tu Sable a aquellos que han evolucionado así de lejos?"
"FINALLUMINE30_ZERO","¡Ja ja ja ja ja ja! ¡Ni siquiera sabes por qué estás luchando!"
"FINALLUMINE31_ZERO","¡Jugando a ser un \""héroe\"" que no parece saber que el fin de tú mundo ya ha comenzado!"
"FINALLUMINE32_ZERO","¿Crees que tus acciones realmente son por tu susodicha \""Justicia\""? ¡Nosotros somos la verdadera justicia!"
"FINALLUMINE33_ZERO","El mundo está cambiando. Por lo tanto, ¡Es simplemente natural que la evolución siga su curso!"
"FINALLUMINE34_ZERO","Ahora, ¡Prepárate para ser exterminado!"
"FINALLUMINE35_ZERO","¿Justicia? ¿Héroe? ¿Y quién dijo que yo lucho por esas cosas?"
"FINALLUMINE36_ZERO","Yo solo luché por lo que creía que es correcto, y por aquellos que creen que existe esperanza."
"FINALLUMINE37_ZERO","Tú eres el enemigo aquí... ¡Y no dudaré en cortarte!"
"FINALLUMINE38_ZERO","Enemigo... aliado... Este asunto no es tan blanco y negro."
"FINALLUMINE39_ZERO","Reploides, junto con la humanidad, han cambiado irrevocablemente."
"FINALLUMINE40_ZERO","La naturaleza de su existencia también ha cambiado. ¡Tú no eres necesario en nuestro nuevo mundo!"
"FINALLUMINE41_ZERO","Puedes parlotear todo lo que quieras, ¡¡Pero no voy a permitir que te salgas con la tuya!!"
"SECRET2-1_ZERO","Bienvenido Zero, es un placer verte por primera vez"
"SECRET2-2_ZERO","¿Ah? Oh, gracias. No pareces ser un Maverick como los otros."
"SECRET2-3_ZERO","Siento algo... Pacífico en tu presencia, ¿Quién eres?"
"SECRET2-4_ZERO","Qué observador de tu parte darte cuenta tan rápido."
"SECRET2-5_ZERO","Soy Serenade."
"SECRET2-6_ZERO","¿Mencionaste que soy diferente a otros con los que te has enfrentado antes?"
"SECRET2-7_ZERO","Eso es por mi poder abrumador."
"SECRET2-8_ZERO","¿Abrumador?"
"SECRET2-9_ZERO","Correcto. Mi fuerza no es sobre agresión. He estado entrenando desde que perdí el título de UnderKing."
"SECRET2-10_ZERO","Ahora que mencionaste mi presencia, siento que eres algo... familiar."
"SECRET2-11_ZERO","¿hmm?"
"SECRET2-12_ZERO","¿Será que... tú eres el que está destinado a traernos a la destrucción?"
"SECRET2-13_ZERO","¿Qué? ¿Qué es lo que sabes sobre mi? ¡Dímelo ahora!"
"SECRET2-14_ZERO","¿Por qué no luchas conmigo y lo descubres?"
"SECRET2-15_ZERO","Por veinte años, he reunido poder y refinado mis habilidades. Te elijo como alguien capaz de ponerlas a prueba."
"SECRET2-16_ZERO","Serenade, ¿cierto?"
"SECRET2-17_ZERO","Muy bien entonces, acepto tu duelo. ¡Hagámoslo!"
"SECRET2-18_ZERO","Que así sea, ¡Adelante Zero! ¡Muestrame tu poder!"
"SECRET2-19_ZERO","Realmente confié en que mi poder sería suficiente para derrotarte. Al parecer estaba equivocado."
"SECRET2-20_ZERO","Ahora que he observado mejor tu forma de pelear, no pareces ser como \""él\""."
"SECRET2-21_ZERO","Comparten muchas similaridades, pero tu pareces saber por qué estás luchando."
"SECRET2-22_ZERO","¿Acaso dices que hay una contraparte mía que es mi opuesto?"
"SECRET2-23_ZERO","En efecto, pero me temo que él será derrotado por \""otro guerrero\"" como yo."
"SECRET2-24_ZERO","Luchaste majestuosamente, Zero. Realmente eres el oponente más fuerte que he encontrado en este mundo."
"SECRET2-25_ZERO","Desearía tener algo más que ofrecerte como recompensa... pero todo lo que puedo darte es mi gratitud."
"SECRET2-26_ZERO","Je, no hay de qué preocuparse. Solo el hecho de que no fueras un Maverick me hace sentir recompensando."
"SECRET2-27_ZERO","Tal vez nos veamos de nuevo, en otro lugar... hasta entonces, adios, Zero."
"SECRET2-28_ZERO","Y recuerda, piensa en aquello por lo que realmente estás luchando."
"SECRET2-29_ZERO","..."
"SECRET3-1_ZERO","¡T... Tú!"
"SECRET3-2_ZERO","Oh, así que eres tú, estuviste luchando junto a Axl contra nosotros, ¿cierto?"
"SECRET3-3_ZERO","¡No te muevas! Esta área está restringida a Cazadores de clase S, ¡Entregame esos datos ahora!"
"SECRET3-4_ZERO","¿Acaso aún no lo entiendes? Con esto, podemos cazar Mavericks como los Cazadores de Mavericks jamás pudieron."
"SECRET3-5_ZERO","Después de todo, lucharon por tanto tiempo. Podríamos serles de gran ayuda, por un precio por supuesto."
"SECRET3-6_ZERO","¿Crees que enfrentarte a los Mavericks es un juego? ¿Qué haría que un cazarrecompensas como tú piense así?"
"SECRET3-7_ZERO","Hmph, realmente eres un Cazador de clase S..."
"SECRET3-8_ZERO","Por qué no te enfrentas a mi entonces. Quiero ver si sigues siendo igual de despiadado como siempre."
"SECRET3-9_ZERO","¿Comenzamos entonces?"
"SECRET3-10_ZERO","Tch, No está mal... para un anciano..."
"SECRET3-11_ZERO","Si te atreves a estorbarnos una vez más, no dudaré en cortarte a pedazos de nuevo."
"SECRET3-12_ZERO","Y Axl estaría decepcionado si supiera que su mentor no aprendió de sus errores."
"SECRET3-13_ZERO","Ja ja ja... Quizás tenías razón después de todo."
"SECRET3-14_ZERO","La próxima vez que nos encontremos, no será tan fácil. Adiós Zero.... Y por favor, sigue apoyando a mi muchacho."
"SECRET3-15_ZERO","..."
"FINAL-6","¡Entendido!"
"VILE4-6_AXL","Quizás espere hasta el último momento posible y me divierta un poco con esto."
"SUNFLOWER_ZERO_WEAPON","Tenshouha\n(Ola de Brillo Celestial)"
"ANTONION_ZERO_WEAPON","Juuhazan\n(Onda de Corte Fuerte)"
"MANTIS_ZERO_WEAPON","Rasetsusen\n(Giro Espiral del Templo)"
"MANOWAR_ZERO_WEAPON","Raikousen\n(Destello Relámpago Intenso)"
"PANDA_ZERO_WEAPON","Youdantotsu\n(Estocada Cortante de Hojas)"
"TRILOBYTE_ZERO_WEAPON","Rekkyoudan\n(Corte De Espejo Violento)"
"YETI_ZERO_WEAPON","Hyouryushou\n(Ascenso del Dragón Helado)"
"ROOSTER_ZERO_WEAPON","Enkoujin\n(Hoja de Caída Llameante)"
"ZERONORMAL_NAME","Cuerpo normal"
"ZERONORMAL_DISC","Sin habilidades especiales."
"ZEROBLACK_NAME","???"
"ZEROBLACK_DISC","Mejoras adicionales."
"NEXT_CHARACTER_NAME","PERSONAJE SIG."
"NEXT_CHARACTER_DISC","Cambiar al personaje siguiente"
"PREV_CHARACTER_NAME","PERSONAJE ANT."
"PREV_CHARACTER_DISC","Cambiar al personaje anterior"
"ZEROBODY_NAME","Peto"
"ZEROBODY_DESC","15% reducción de daño"
"X_LEFT_TITLE_1","Casco:"
"X_LEFT_DESC_1","Sistema de copia de ADN para X Buster."
"X_LEFT_TITLE_2","Brazos:"
"X_LEFT_DESC_2","X-Buster MK17, dispara energía solar cargable."
"X_LEFT_TITLE_3","Cuerpo:"
"X_LEFT_DESC_3","Aleación de Titanio X, altamente resistente al daño."
"X_LEFT_TITLE_4","Piernas:"
"X_LEFT_DESC_4","Sistema de Air Dash para movimento aéreo."
"X_RIGHT_DESC","Magnum opus del Dr. Thomas Light. Origen de toda la raza Reploid.\n\nUn cazador versátil que puede atacar a larga distancia.\n\n\nUna buena elección para jugadores principiantes."
"ZERO_LEFT_TITLE_1","Casco:"
"ZERO_LEFT_DESC_1","Aprende nuevas técnicas luchando"
"ZERO_LEFT_TITLE_2","Sable Z:"
"ZERO_LEFT_DESC_2","Un sable de luz para combos de múltiples ataques."
"ZERO_LEFT_TITLE_3","Cuerpo:"
"ZERO_LEFT_DESC_3","Mejora la movilidad y aumenta la energía para movimientos poderosos."
"ZERO_LEFT_TITLE_4","Danza Aerea:"
"ZERO_LEFT_DESC_4","Segundo salto en el aire con propulsores."
"ZERO_RIGHT_DESC","Lídera a los Cazadores en ausencia de X. Esta relacionado con el Virus Sigma.\n\nEste poderoso cazador es hábil en combate cuerpo a cuerpo.\n\nUna buena elección para jugadores experimentados."
"AXL_LEFT_TITLE_1","Chip de copia:"
"AXL_LEFT_DESC_1","Permite que Axl copie habilidades de sus enemigos."
"AXL_LEFT_TITLE_2","Axl Bullet:"
"AXL_LEFT_DESC_2","Dispara balas rápidas y poderosas."
"AXL_LEFT_TITLE_3","Cuerpo ligero:"
"AXL_LEFT_DESC_3","Aumenta la movilidad y permite esquivar."
"AXL_LEFT_TITLE_4","Levitación:"
"AXL_LEFT_DESC_4","Permite flotar en el aire. (mantenga el botón de disparo + salto para flotar y atacar en el aire al mismo tiempo)"
"AXL_RIGHT_DESC","Un Reploid prototipo de Nueva Generación equipado con un chip de copia, su origen sigue siendo desconocido.\n\nUn Cazador ágil capaz de esquivar ataques enemigos\n\nUna buena elección para jugadores adaptables."
"GAME_START_X","COMIENZA COMO X"
"GAME_START_AXL","COMIENZA COMO AXL"
"GAME_START_ZERO","COMIENZA COMO ZERO"
"SUBTANK_NAME","Sub tanque"
"SUBTANK_DISC","Tanques de reserva para emergencia"
"HEARTS_NAME","Corazones"
"HEARTS_DISC","Aumentan tu vida máxima"
"BLACKZEROHEAD_NAME","Cabeza Negra"
"BLACKZEROHEAD_DISC","Ataques curan daño sufrido"
"BLACKZEROBODY_NAME","Peto Negro"
"BLACKZEROBODY_DISC","Inmune al empujo por daño, 15% menos daño"
"BLACKZEROARM_NAME","Brazo Negro"
"BLACKZEROARM_DISC","Causa 20% más daño, mejora habilidades"
"BLACKZEROLEG_NAME","Botas Negras"
"BLACKZEROLEG_DISC","Más velocidad, salto extra en el aire"
"AXLWHITEHEAD_NAME","Cabeza Blanca"
"AXLWHITEHEAD_DISC","Balas curan el daño sufrido"
"AXLWHITEBODY_NAME","Peto Blanco"
"AXLWHITEBODY_DISC","Inmune al empujo por daño, 30% menos daño"
"AXLWHITEARM_NAME","Brazo blanco"
"AXLWHITEARM_DISC","Costo de munición reducido en 50%"
"AXLWHITELEG_NAME","Botas Blancas"
"AXLWHITELEG_DISC","Flote infinito, más velocidad, dash vertical"
"ULTIMATE_SET_NAME","Nova Strike"
"ULTIMATE_SET_DISC","Embestida con poder penetrante"
"ICARUS_SET_NAME","Giga crash"
"ICARUS_SET_DISC","Golpea a todos los enemigos en pantalla"
"HERMES_SET_NAME","X Drive"
