"key","ja_JP"
"INTRO3-4_ZERO","お尋ね者のおまえにルミネは渡さん！解放しろ！（ｷﾘｯ）"
"INTRO3-5_ZERO","やだね。軌道エレベーターはもう俺らの手の内だ"
"INTRO3-6_ZERO","何を企んでる、ボバ・フェットのコスプレ野郎！"
"INTRO3-7_ZERO","まだ俺がボバ・フェットのパクリだと思ってるやついんのかよｗｗｗ バーに行くわ。俺の友達とクラブレイブでも踊ってろｗｗｗ"
"INTRO3-8_ZERO","ｗｗｗｗｗｗ！"
"ANTONION1_ZERO","引きこもりアリ、優秀な科学者だったおまえがイレギュラー化か"
"ANTONION2_ZERO","優秀？イレギュラー？そんなもの何の意味があるんです？"
"ANTONION3_ZERO","意味か…あいにく頭が良い方じゃなくてな…（ｷﾘｯ）"
"ANTONION4_ZERO","シグマがおまえらを狂わせたのか？"
"ANTONION5_ZERO","イレギュラー？そんなレベルであの方を測るのは無理です"
"ANTONION6_ZERO","君は確かに正直だが、所詮は愚かだ"
"ANTONION7_ZERO","我々の邪魔をするなら排除するのみです"
"MANOWAR1_ZERO","おい、ぼっちクラゲ！"
"MANOWAR2_ZERO","アーベルシティのエネルギー暴走を今すぐ止めろ…（ｷﾘｯ）"
"MANOWAR3_ZERO",". . . . . ."
"MANOWAR4_ZERO","まともに答えられないほどイレギュラー化してるか…"
"MANOWAR5_ZERO","イレギュラーじゃないよ…おれ、正しいことしてるよ…"
"MANOWAR6_ZERO","あの方が新しい世界を作るエネルギーが必要だったんだよ"
"MANOWAR7_ZERO","シグマの狙いは何だ…"
"MANOWAR8_ZERO","おれは、あの方のためにがんばってるんだよ…"
"MANOWAR9_ZERO","新しい世界…そんなたわごとはここまでだ（ｷﾘｯ）"
"MANOWAR10_ZERO","悪いが処理させてもらう！"
"MANTIS1_ZERO","おっ、渋いのが来たね。あんたゼロさんだろ？"
"MANTIS2_ZERO","俺のことを知ってるなら、もっと怖がれイレギュラー（ｷﾘｯ）"
"MANTIS3_ZERO","フッ…所詮あんたも旧世代のレプリロイドだ…何も分かっちゃいない"
"MANTIS4_ZERO","何がだ、イレギュラー？"
"MANTIS5_ZERO","あんたさえその気なら俺たちの大将になれたかもな。あの方はあんたを買ってたぜ"
"MANTIS6_ZERO","イレギュラーに担がれる気はない（ｷﾘｯ）"
"MANTIS7_ZERO","安心しろ、あの方とやらもおまえの後を追わせてやる"
"PANDA1_ZERO","ゼロ、君は考えたことがあるんじゃないか…？"
"PANDA2_ZERO","この世界が滅びたがっているって…"
"PANDA3_ZERO","それをシグマに吹き込まれたのか？"
"PANDA4_ZERO","そう、そしてあの方は…君の中に自分と同じものを見ていた…"
"PANDA5_ZERO","ふん…やつとの因縁をここで終わらせる…（ｷﾘｯ）"
"PANDA6_ZERO","おまえらイレギュラーがのさばっていい世界など、どこにもない"
"PANDA7_ZERO","そうですね…"
"PANDA8_ZERO","この世界もそろそろ終わりにしましょう"
"PANDA9_ZERO","滅びるのは、この世界だ（SDGs的に考えて）"
"ROOSTER1_ZERO","なぜ暴動を起こした…？シグマに吹き込まれたのか？"
"ROOSTER2_ZERO","ここが何だか知ってるか？"
"ROOSTER3_ZERO","廃棄処理所…"
"ROOSTER4_ZERO","おまえが狂ってるなら切り刻んでここで処分する…（ｷﾘｯ）"
"ROOSTER5_ZERO","聞こえてないのかゼロ？"
"ROOSTER6_ZERO","イレギュラー呼ばわりされてここに捨てられたレプリロイドたちの怨みの声が…？"
"ROOSTER7_ZERO","イレギュラーの怨みか…いかにもやつが考えそうなくだらない話だ"
"ROOSTER8_ZERO","くだらないかどうか見てろ！"
"ROOSTER9_ZERO","我々が新たな世界を生み出すのをな！コケーーッ！！"
"SUNFLOWER1_ZERO","ゼロ…あなたなら我々が何者か…"
"SUNFLOWER2_ZERO","何を目指しているか、お気づきでしょう？"
"SUNFLOWER3_ZERO","おまえらの考えなど知ったことか（ｷﾘｯ）"
"SUNFLOWER4_ZERO","究極の破壊者となりうる可能性を持ち…あの方に影響を与えたゼロともあろうが"
"SUNFLOWER5_ZERO","所詮は旧世代ということですか…毎回このパターンだけどな（メタ）"
"SUNFLOWER6_ZERO","ちっ…もうイカれちまったのか"
"TRILOBYTE1_ZERO","俺たちがここで掘ってるのは\n宇宙開発に欠かせない鉱物だぜ"
"TRILOBYTE2_ZERO","と言ってもあんたには分からないだろう、ゼロ？"
"TRILOBYTE3_ZERO","そいつでシグマのご機嫌取りか…？"
"TRILOBYTE4_ZERO","あの方がどうしてこんなものを必要とするか考えたことあるか？"
"TRILOBYTE5_ZERO","考える必要はない…おまえらが何を企もうと好きにさせん…（ｷﾘｯ）"
"TRILOBYTE6_ZERO","ふん！旧世代のポンコツに侮辱されてたまるか！"
"TRILOBYTE7_ZERO","あの方になり損ねても、いずれは従ってもらうからな！脳なしのゴミクズが"
"YETI1_ZERO","ゼロか…かつてあの方がおまえの中に理想を見たそうだが…"
"YETI2_ZERO","イレギュラーどもが俺をどうにかできると思ってるのか？（ｷﾘｯ）"
"YETI3_ZERO","もはやおまえは旧世代だ…古い考えでは同じことの繰り返しウホ"
"YETI4_ZERO","それで破壊をもたらすのが新しい考えか…？ふざけるなイレギュラーめ"
"YETI5_ZERO","あの方はもはやおまえたち旧世代には想像もつかない存在ウホ！"
"VILE1-1_ZERO","VAVA…！軌道エレベーターの管理者をどうする気だ？"
"VILE1-2_ZERO","COMING SOON :D"
"VILE1-3_ZERO","COMING SOON :D"
"VILE1-4_ZERO","COMING SOON :D"
"VILE1-5_ZERO","COMING SOON :D"
"VILE1-6_ZERO","COMING SOON :D"
"VILE1-7_ZERO","COMING SOON :D"
"VILE2-1_ZERO","COMING SOON :D"
"VILE2-2_ZERO","COMING SOON :D"
"VILE2-3_ZERO","COMING SOON :D"
"VILE2-4_ZERO","COMING SOON :D"
"VILE2-5_ZERO","COMING SOON :D"
"VILE2-6_ZERO","COMING SOON :D"
"VILE3-1_ZERO","COMING SOON :D"
"VILE3-2_ZERO","COMING SOON :D"
"VILE3-3_ZERO","COMING SOON :D"
"VILE3-4_ZERO","COMING SOON :D"
"VILE3-5_ZERO","COMING SOON :D"
"VILE3-6_ZERO","COMING SOON :D"
"VILE3-7_ZERO","COMING SOON :D"
"VILE4-1_ZERO","COMING SOON :D"
"VILE4-2_ZERO","COMING SOON :D"
"VILE4-3_ZERO","COMING SOON :D"
"VILE4-4_ZERO","COMING SOON :D"
"VILE4-5_ZERO","COMING SOON :D"
"VILE4-6_ZERO","COMING SOON :D"
"COPYSIGMA1_ZERO","COMING SOON :D"
"COPYSIGMA2_ZERO","COMING SOON :D"
"COPYSIGMA3_ZERO","COMING SOON :D"
"COPYSIGMA4_ZERO","COMING SOON :D"
"COPYSIGMA5_ZERO","COMING SOON :D"
"COPYSIGMA6_ZERO","COMING SOON :D"
"COPYSIGMA7_ZERO","COMING SOON :D"
"SIGMA1_ZERO","COMING SOON :D"
"SIGMA2_ZERO","COMING SOON :D"
"SIGMA3_ZERO","COMING SOON :D"
"SIGMA4_ZERO","COMING SOON :D"
"SIGMA5_ZERO","COMING SOON :D"
"SIGMA6_ZERO",""
"SIGMA7_ZERO","子どもだと？"
"SIGMA8_ZERO","COMING SOON :D"
"SIGMA9_ZERO","COMING SOON :D"
"SIGMA10_ZERO","COMING SOON :D"
"SIGMA11_ZERO","COMING SOON :D"
"SIGMA12_ZERO","COMING SOON :D"
"FINALLUMINE1_ZERO","COMING SOON :D"
"FINALLUMINE2_ZERO","COMING SOON :D"
"FINALLUMINE3_ZERO","COMING SOON :D"
"FINALLUMINE4_ZERO","COMING SOON :D"
"FINALLUMINE5_ZERO","COMING SOON :D"
"FINALLUMINE6_ZERO","COMING SOON :D"
"FINALLUMINE7_ZERO","COMING SOON :D"
"FINALLUMINE8_ZERO","COMING SOON :D"
"FINALLUMINE9_ZERO","COMING SOON :D"
"FINALLUMINE10_ZERO","COMING SOON :D"
"FINALLUMINE11_ZERO","COMING SOON :D"
"FINALLUMINE12_ZERO","COMING SOON :D"
"FINALLUMINE13_ZERO","COMING SOON :D"
"FINALLUMINE14_ZERO","COMING SOON :D"
"FINALLUMINE15_ZERO","COMING SOON :D"
"FINALLUMINE16_ZERO","COMING SOON :D"
"FINALLUMINE17_ZERO","COMING SOON :D"
"FINALLUMINE18_ZERO","COMING SOON :D"
"FINALLUMINE19_ZERO","COMING SOON :D"
"FINALLUMINE20_ZERO","COMING SOON :D"
"FINALLUMINE21_ZERO","COMING SOON :D"
"FINALLUMINE22_ZERO","COMING SOON :D"
"FINALLUMINE23_ZERO","COMING SOON :D"
"FINALLUMINE24_ZERO","COMING SOON :D"
"FINALLUMINE25_ZERO","COMING SOON :D"
"FINALLUMINE26_ZERO","COMING SOON :D"
"FINALLUMINE27_ZERO","COMING SOON :D"
"FINALLUMINE28_ZERO","COMING SOON :D"
"FINALLUMINE29_ZERO","COMING SOON :D"
"FINALLUMINE30_ZERO","COMING SOON :D"
"FINALLUMINE31_ZERO","COMING SOON :D"
"FINALLUMINE32_ZERO","COMING SOON :D"
"FINALLUMINE33_ZERO","COMING SOON :D"
"FINALLUMINE34_ZERO","COMING SOON :D"
"FINALLUMINE35_ZERO","COMING SOON :D"
"FINALLUMINE36_ZERO","COMING SOON :D"
"FINALLUMINE37_ZERO","COMING SOON :D"
"FINALLUMINE38_ZERO","COMING SOON :D"
"FINALLUMINE39_ZERO","COMING SOON :D"
"FINALLUMINE40_ZERO","COMING SOON :D"
"FINALLUMINE41_ZERO","COMING SOON :D"
"SECRET2-1_ZERO","ようこそ、ゼロさん。お会いできて光栄です"
"SECRET2-2_ZERO","ん？あぁ。おまえはさっきまでのやつらと違ってイレギュラー反応がしないな"
"SECRET2-3_ZERO","何か穏やかな気配を感じる…何者だ？"
"SECRET2-4_ZERO","気づくのが早いですね。鋭い観察力です"
"SECRET2-5_ZERO","私はセレナードと申します"
"SECRET2-6_ZERO","これまでの相手とは違うと、おっしゃいましたね？"
"SECRET2-7_ZERO","きっと私に秘められた圧倒的な力が原因でしょう"
"SECRET2-8_ZERO","圧倒的だと？"
"SECRET2-9_ZERO","左様。「ウラの王」を失ってから重ねてきた訓練の結晶です"
"SECRET2-10_ZERO","あなたの気配から…少し親近感を感じています"
"SECRET2-11_ZERO","ん？"
"SECRET2-12_ZERO","我らに破壊をもたらす運命が定められているからでは？"
"SECRET2-13_ZERO","はぁ？俺のどこを知ってるんだ？教えろ！（ｷﾘｯ）"
"SECRET2-14_ZERO","私との決闘で確かめてみてはいかがです？"
"SECRET2-15_ZERO","20年間力を蓄えてきました。その成果をあなたで確かめたい"
"SECRET2-16_ZERO","セレナードだったな？"
"SECRET2-17_ZERO","決闘を受ける。かかってこい！（ｷﾘｯ）"
"SECRET2-18_ZERO","仰せの通り。では、力を見せてもらいましょう！"
"SECRET2-19_ZERO","あなたを倒せると思っていましたが…勘違いでした…"
"SECRET2-20_ZERO","おまえの戦闘方法を確かめた今、「やつ」との共通点はなしだろ"
"SECRET2-21_ZERO","そういうあなたには、戦っている意味をご存知のようで"
"SECRET2-22_ZERO","まさか…俺に相反するもう一人の俺がいるっていうのか？"
"SECRET2-23_ZERO","左様。しかし恐らく「別の英雄」に討たれる運命でしょう"
"SECRET2-24_ZERO","見事な決闘でした、ゼロさん。最強の相手です"
"SECRET2-25_ZERO","報いるものがなく残念ですが、感謝だけ残しましょう"
"SECRET2-26_ZERO","ご心配なく。あなたがイレギュラーではなかったことが何よりの報酬です"
"SECRET2-27_ZERO","いずれまた会えるでしょう。別の場所で。さようなら…ゼロさん"
"SECRET2-28_ZERO","忘れないでください。何のために戦っているのかを…"
"SECRET2-29_ZERO","…（ｷﾘｯ）"
"SECRET3-1_ZERO","き…貴様は！"
"SECRET3-2_ZERO","ほう…アクセルと共に歯向かった奴だな"
"SECRET3-3_ZERO","動くな！S級ハンター専用エリアだ。データを渡せ！（ｷﾘｯ）"
"SECRET3-4_ZERO","このデータがあればイレギュラー退治なんぞおまえらハンター以上にできるんだ！"
"SECRET3-5_ZERO","手を貸してやってもいい。ただし高くつくぞ"
"SECRET3-6_ZERO","イレギュラー退治をゲームだと思ってるのか。賞金稼ぎめ"
"SECRET3-7_ZERO","ふん！流石S級ハンターだな、ゼロ"
"SECRET3-8_ZERO","さっさとかかってこい。あの頃の無慈悲さを確かめてやる"
"SECRET3-9_ZERO","よし、始めるか！（ｷﾘｯ）"
"SECRET3-10_ZERO","ふっ…老人にしては悪くないな…"
"SECRET3-11_ZERO","これ以上邪魔するなら容赦なく斬る！（ｷﾘｯ）"
"SECRET3-12_ZERO","「センセイ」が反省してないと聞いたらアクセルがっかりするだろうな"
"SECRET3-13_ZERO","ハハハ…もしかしたらそうかもな"
"SECRET3-14_ZERO","今後はそう簡単にはいかないぞ。あばよゼロ…アクセルを頼む"
"SECRET3-15_ZERO","…"
"FINAL-6","りょ！"
"VILE4-6_AXL","ギリギリまで待ってちょっと楽しませてもらうか！"
"SUNFLOWER_ZERO_WEAPON","天翔覇\n（天が輝く支配者）"
"ANTONION_ZERO_WEAPON","重破斬\n（重い斬撃波）"
"MANTIS_ZERO_WEAPON","羅刹旋\n（ぐるぐる回るやつ）"
"MANOWAR_ZERO_WEAPON","雷光閃\n（ビリビリ光るやつ）"
"PANDA_ZERO_WEAPON","葉断突\n（葉っぱで突くやつ）"
"TRILOBYTE_ZERO_WEAPON","裂鏡断\n（鏡割りみたいなやつ）"
"YETI_ZERO_WEAPON","氷竜昇\n（氷のドラゴンアッパー）"
"ROOSTER_ZERO_WEAPON","炎降刃\n（燃える急降下斬り）"
"ZERONORMAL_NAME","いつものカラダ"
"ZERONORMAL_DISC","特殊技なし"
"ZEROBLACK_NAME","？？？"
"ZEROBLACK_DISC","全体的にバフ。つよい（確信）"
"NEXT_CHARACTER_NAME","次のキャラ"
"NEXT_CHARACTER_DISC","次のキャラに切り替え"
"PREV_CHARACTER_NAME","前のキャラ"
"PREV_CHARACTER_DISC","前のキャラに切り替え"
"ZEROBODY_NAME","DEFAULT BODY"
"ZEROBODY_DESC","ダメージ15％カット"
"X_LEFT_TITLE_1","HEAD"
"X_LEFT_DESC_1","コピー機能付き豆鉄砲"
"X_LEFT_TITLE_2","ARMS"
"X_LEFT_DESC_2","チャージ可能な太陽光豆鉄砲MK-17"
"X_LEFT_TITLE_3","BODY"
"X_LEFT_DESC_3","チタン製。硬い。以上"
"X_LEFT_TITLE_4","LEGS"
"X_LEFT_DESC_4","空中ダッシュ機能付き"
"X_RIGHT_DESC","ライト博士の最高傑作。\n\n全レプリロイドの元祖。\n\n遠距離特化の万能ハンター。\n\n初心者におすすめ。ゆとりモードでどうぞ"
"ZERO_LEFT_TITLE_1","HEAD"
"ZERO_LEFT_DESC_1","敵から新スキルを学習する"
"ZERO_LEFT_TITLE_2","光る棒："
"ZERO_LEFT_DESC_2","連続斬撃に特化したビーム棒"
"ZERO_LEFT_TITLE_3","BODY"
"ZERO_LEFT_DESC_3","体力と器用さを強化"
"ZERO_LEFT_TITLE_4","AIR DANCE"
"ZERO_LEFT_DESC_4","スラスターで2段ジャンプ"
"ZERO_RIGHT_DESC","エックスが留守の間の副司令官。\n\n近接攻撃特化の脳筋ハンター。\n\n上級者向け。髪の毛が気になる人におすすめ"
"AXL_LEFT_TITLE_1","COPY CHIP"
"AXL_LEFT_DESC_1","敵の能力をパクれる"
"AXL_LEFT_TITLE_2","AXL BULLET"
"AXL_LEFT_DESC_2","弾を連射する。以上"
"AXL_LEFT_TITLE_3","軽量フレーム"
"AXL_LEFT_DESC_3","動きが速くて回避もできる軽い機体"
"AXL_LEFT_TITLE_4","HOVER"
"AXL_LEFT_DESC_4","空中ホバーが可能"
"AXL_RIGHT_DESC","コピーチップ搭載の新世代型プロトタイプ。\n\n誰だよこいつ感があるけどやってみると楽しい"
"GAME_START_X","エックスで行くぞ"
"GAME_START_AXL","アクセルで行くぞ"
"GAME_START_ZERO","ゼロで行くぞ"
"SUBTANK_NAME","回復タンク"
"SUBTANK_DISC","ピンチの時に使うやつ"
"HEARTS_NAME","ライフアップ"
"HEARTS_DISC","HP最大値アップ"
"BLACKZEROHEAD_NAME","黒いアタマ"
"BLACKZEROHEAD_DISC","殴って回復。吸血鬼ゼロ"
"BLACKZEROBODY_NAME","黒いカラダ"
"BLACKZEROBODY_DISC","のけぞらない＆ダメ15％カット"
"BLACKZEROARM_NAME","黒いウデ"
"BLACKZEROARM_DISC","攻撃力20％アップ。やばい"
"BLACKZEROLEG_NAME","黒いアシ"
"BLACKZEROLEG_DISC","速い＆2段ジャンプ"
"AXLWHITEHEAD_NAME","白いアタマ"
"AXLWHITEHEAD_DISC","殴って回復。天使アクセル"
"AXLWHITEBODY_NAME","白いカラダ"
"AXLWHITEBODY_DISC","のけぞらない＆ダメ30％カット"
"AXLWHITEARM_NAME","白いウデ"
"AXLWHITEARM_DISC","武器消費50％カット"
"AXLWHITELEG_NAME","白いアシ"
"AXLWHITELEG_DISC","無限ホバー＆速い＆上ダッシュ"
"ULTIMATE_SET_NAME","ノヴァストライク"
"ULTIMATE_SET_DISC","突っ込むやつ。全部貫く"
"ICARUS_SET_NAME","ギガクラッシュ"
"ICARUS_SET_DISC","画面全体ドーン"
"HERMES_SET_NAME","エックスドライブ"
"HERMES_SET_DISC","一時的に無敵。チートじゃん"
"CANCEL_ACT","やめる"
"BETAZERO_NAME","BETA ZERO"
"BETAZERO_DISC","ベータ版ゼロで遊ぶ（自己責任）"
"CUSTOMZERO_NAME","CUSTOM ZERO"
"CUSTOMZERO_DISC","カスタムカラーで塗装。黒ゼロより強い"
"ZEROHEAD_NAME","HEAD"
"ZEROHEAD_DESC","新しい技を覚える"
"ZEROARMS_NAME","ARMS"
"ZEROARMS_DISC","光る棒とその仲間たち"
"ZEROLEGS_NAME","LEGS"
"ZEROLEGS_DISC","2段ジャンプ＆空中ダッシュ"
"AXLHEAD_NAME","HEAD"
"AXLHEAD_DISC","他のレプリロイドに変身"
"AXLBODY_NAME","BODY"
"AXLBODY_DISC","回避ローリング"
"AXLARMS_NAME","ARMS"
"AXLARMS_DISC","パチンコ玉を撃つピストル"
"AXLLEGS_NAME","LEGS"
"AXLLEGS_DISC","ホバー＆空中ダッシュ"
"JOKE_MODE_OPTION","ネタモード"
"SAVE_GAME","セーブして！"
"SAVE_OPTION","セーブするよ！"
"CONTINUE_OPTION","ヨロ！"
"SAVE_RETURN_MENU","逃げろ！"
"SAVE_RETURN_CONFIRM","マジで？"
"SAVE_EMPTY","空っぽ"
"SAVE_OVERWRITE_CONFIRM","上書き？"
